date,no_Tillid/Accept,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-02-18,"[0.0879878574114494, 0.34942940832294445, 0.13343662438416343, 0.06079541485498599, 0.27745867683635433, 0.04306421016282873, 0.047827808027273586]",0.0012740101711782058,0.0003260676637576279,0.000947942507420578,0.00018645497047778653,0.00014401809386999003,0.00016523653217388826
2019-02-19,"[0.08801492337237621, 0.3428790448911493, 0.12956409217948214, 0.06601825274114206, 0.28621461511657637, 0.038496343369649084, 0.04881272832962472]",0.0008294360750491766,0.00028322069562719754,0.0005462153794219791,0.0004595835900342033,0.00017369010511338016,0.0003166368475737917
2019-02-20,"[0.08809841748399033, 0.34606755550888174, 0.1264561440494946, 0.06660494056968315, 0.2838447450435415, 0.037380904180420615, 0.05154729316398808]",0.0005355806797962306,0.0008854021686438631,-0.00034982148884763246,0.0005467328145594344,0.0004273021417074972,0.00048701747813346583
2019-02-21,"[0.07735932939968082, 0.34399281365878354, 0.13283508481848014, 0.05994439620312921, 0.3018295704076769, 0.03818506483629821, 0.045853740675951084]",0.00047753791457362657,0.00166232407000947,-0.0011847861554358434,6.70208143756786e-05,0.0008078219724730857,0.00043742139342438217
2019-02-22,"[0.08646775721536726, 0.32475223705766126, 0.13454159229287288, 0.07084552695604972, 0.3034498834801546, 0.037321835669682314, 0.04262116732821195]",0.0005334070378779145,0.0009046161849195965,-0.00037120914704168195,8.82895497182359e-05,0.00017621325883432554,0.00013225140427628072
2019-02-23,"[0.0994646428290248, 0.3043657088567673, 0.14076862165175316, 0.07920811434042521, 0.2903601517455757, 0.041050279479221054, 0.04478248109723284]",0.0014231783552810292,0.0015586091993803359,-0.0001354308440993067,0.0005876624724364246,0.0009671946265580697,0.0007774285494972471
2019-02-24,"[0.09368662604582566, 0.29450858177136763, 0.12798653644738955, 0.07698527572603205, 0.30934725052457973, 0.05032159567390206, 0.047164133810903335]",0.001365384114959619,0.0033943176234978657,-0.002028933508538247,0.0007202031464245576,0.001345700413289987,0.0010329517798572723
2019-02-25,"[0.09730515511211542, 0.322510781456881, 0.1260824901834476, 0.06653913670269479, 0.2925133080380841, 0.036608164587112704, 0.05844096391966441]",0.0011875763039173952,0.0011580011003588036,2.957520355859164e-05,0.0002291289815548209,0.0004778111484062459,0.0003534700649805334
2019-02-26,"[0.08729733425031048, 0.36831347687018023, 0.1358754779027356, 0.06154227165438188, 0.261222520886023, 0.03499261216437215, 0.050756306271996586]",0.0029553970466249025,0.0004281556058068231,0.0025272414408180795,0.0011129379157426812,0.0002584355554994222,0.0006856867356210517
2019-02-27,"[0.09123716855573918, 0.36874040744187814, 0.12758503106629426, 0.0635526818468369, 0.26262221905710437, 0.03314409280842738, 0.05311839922371976]",0.0019392830716020105,0.0011005928627955614,0.0008386902088064491,0.0017735437066525668,0.0010052815769219748,0.001389412641787271
2019-02-28,"[0.0928973027707336, 0.35062661396411293, 0.12569374672799072, 0.06439856035965841, 0.2739865074265821, 0.03701500149168965, 0.055382267259232794]",0.0003857265658625899,0.0012734155924550071,-0.0008876890265924172,0.0001043619996643325,0.0005629015485253377,0.0003336317740948351
2019-03-01,"[0.10872268545292488, 0.3533920874937272, 0.1287815802206044, 0.06556925492339925, 0.25899651111142047, 0.03551785733619216, 0.049020023461731684]",0.0006104457641945383,0.000914103676201687,-0.00030365791200714866,0.00010161747710218884,0.000339524685495706,0.00022057108129894742
2019-03-02,"[0.1104593581180626, 0.31699564204144987, 0.14219638495320344, 0.07359887164283326, 0.28079646829596555, 0.03645879259204511, 0.039494482356440305]",0.0018910584339262646,0.0011956740664135891,0.0006953843675126755,0.0005113709313441048,0.000504904160730628,0.0005081375460373664
2019-03-03,"[0.1125326507392537, 0.31612167918927575, 0.13459715156783325, 0.06652673749364232, 0.2794229048598569, 0.044425977121207806, 0.04637289902893021]",0.0009650067198373908,0.0011694339841613567,-0.0002044272643239659,0.00037084989171320254,0.0003302397730316019,0.00035054483237240223
2019-03-04,"[0.09637669494278675, 0.34430154908563265, 0.13287752607745287, 0.06486957038700937, 0.26527067056276427, 0.04186980613070126, 0.05443418281365278]",0.0009617012334703834,0.00033047962621870136,0.000631221607251682,0.0004461010348162642,0.00014294528135142727,0.00029452315808384575
2019-03-05,"[0.08745666585519395, 0.3410038403619843, 0.14141579357496276, 0.0662080003655807, 0.2776838593308171, 0.03278105199744428, 0.053450788514016974]",0.0012442040727259835,0.0002948007385090183,0.0009494033342169652,0.0005039257063804864,6.528557589553178e-05,0.0002846056411380091
2019-03-06,"[0.0925825352928835, 0.34715785341005967, 0.1371151922472643, 0.06663862564669724, 0.2707160385049576, 0.038920242176713735, 0.04686951272142395]",0.0005122097765436906,0.0012375664576853038,-0.0007253566811416132,0.0003341197351098981,0.001311756490777689,0.0008229381129437935
2019-03-07,"[0.09061540760446463, 0.3537128407792887, 0.13382258385135848, 0.06480525962883249, 0.2670800028795081, 0.0350138371818123, 0.05495006807473523]",0.0002302838079309996,0.0024602172295344307,-0.0022299334216034313,2.1196783509939615e-05,0.001437356624456601,0.0007292767039832704
2019-03-08,"[0.09741380206422344, 0.33032914724614815, 0.13218960745561745, 0.0701608215191576, 0.2854307751953739, 0.03457315920013243, 0.04990268731934709]",0.0004162534541193009,0.001285850728101854,-0.0008695972739825532,8.123290166661023e-05,0.0005348024141352783,0.0003080176579009443
2019-03-09,"[0.09709070198248783, 0.2768910346484193, 0.14503831111751384, 0.0806716065860478, 0.30978923802226904, 0.04175232480779031, 0.04876678283547191]",0.00300061759633358,0.002864894405737418,0.00013572319059616204,0.0008385483742931754,0.0018722889302433797,0.0013554186522682775
2019-03-10,"[0.08982156621084116, 0.2924875755019981, 0.1396001450779621, 0.08113662992309341, 0.3048831458112773, 0.04320388713257327, 0.04886705034225458]",0.001465109166204532,0.0030297965702745584,-0.0015646874040700265,0.0010881171416956205,7.186224806955967e-05,0.0005799896948825901
2019-03-11,"[0.08845928061110436, 0.354331274586374, 0.13473249479915939, 0.060364117496121784, 0.2726777055069347, 0.035660310551853355, 0.053774816448452493]",0.002554225527047375,0.0003375601089837279,0.002216665418063647,0.001441618156083877,7.494480385638081e-05,0.0007582814799701288
2019-03-12,"[0.07768705021834908, 0.35836193006408124, 0.14227099291029066, 0.06522253551379467, 0.2765176816743629, 0.033424470881733274, 0.04651533873738795]",0.0025766758478909294,0.00034580787943285255,0.002230867968458077,0.0016032382464856755,0.0002936813462126161,0.0009484597963491458
2019-03-13,"[0.08465140556356222, 0.3619454032455093, 0.1373658883624007, 0.06856327040635528, 0.2673524181186242, 0.0328713569968493, 0.047250257306699]",0.0012052639484574042,0.0011052802840935516,9.998366436385266e-05,0.001361274923715721,0.0009074572009816165,0.0011343660623486687
2019-03-14,"[0.08422611034231821, 0.35725505388398726, 0.13771179334044228, 0.06512454956662583, 0.276668422922981, 0.030975742404713354, 0.04803832753893206]",0.00015098144869367904,0.001641554424595703,-0.0014905729759020238,7.290887106266338e-05,0.0007217922555531788,0.0003973505633079211
2019-03-15,"[0.08334525079814056, 0.327939268539418, 0.14107539786729667, 0.06645304217745852, 0.29242699118365284, 0.03207564304797425, 0.0566844063860593]",0.000773719973674846,0.0008760821655222712,-0.00010236219184742515,0.0001306610818742265,0.00036225573264486347,0.00024645840725954495
2019-03-16,"[0.10282266386626035, 0.30175417517721964, 0.14160332331254522, 0.07311254108404526, 0.28945062609342903, 0.03981201498220162, 0.05144465548429879]",0.0018560069932033977,0.0008039552582149229,0.0010520517349884746,0.0005112275279763369,0.000512363312655928,0.0005117954203161324
2019-03-17,"[0.09747661523233174, 0.30218621887113895, 0.1401690776673078, 0.07091581213301155, 0.29564747943012964, 0.043601204546251736, 0.05000359211982853]",0.0011335833718324878,0.0012911275624637815,-0.00015754419063129365,0.0008383616991800954,0.00023063690774435973,0.0005344993034622276
2019-03-18,"[0.08236131355256449, 0.3385501434459487, 0.1474487117091724, 0.07075053344676584, 0.2723741422644572, 0.035479706058619345, 0.05303544952247194]",0.001015504894000833,0.00032844589086951614,0.0006870590031313169,0.00046086274135894416,0.00018529619821572877,0.00032307946978733646
2019-03-19,"[0.08491132197840764, 0.33266647381742664, 0.1449557420391348, 0.07051159186293149, 0.28253097556082246, 0.033879059094091994, 0.05054483564718487]",0.000683733470167609,0.00028106139645519787,0.00040267207371241114,0.0004137167835603325,9.267466303761038e-05,0.00025319572329897145
2019-03-20,"[0.08905803686743656, 0.3423661634788997, 0.14032139493965404, 0.07296282543981171, 0.27784965033062053, 0.029739041226045728, 0.04770288771753176]",0.0006867528686143086,0.0011972492394909907,-0.000510496370876682,0.0006060151065820687,0.00114256668906658,0.0008742908978243244
2019-03-21,"[0.08520740162568062, 0.35149513009703076, 0.14544027623685848, 0.06570154509466358, 0.2797609235459029, 0.029242496648582975, 0.04315222675128061]",0.00039615850822777705,0.0019804711008089833,-0.0015843125925812062,0.0001322774851124837,0.0010036817323544295,0.0005679796087334566
2019-03-22,"[0.09161419216164593, 0.3210873218704619, 0.14482552793783024, 0.06390946909692613, 0.2935463864958365, 0.03438040265211598, 0.05063669978518344]",0.0005184204143466697,0.0006929303206667292,-0.00017450990632005947,0.00020429303943933323,0.00037120527473474027,0.00028774915708703675
2019-03-23,"[0.09476392351070534, 0.278488101582237, 0.15949428595220194, 0.06790289812629513, 0.31506419051190326, 0.03654260096223999, 0.047743999354417324]",0.002403436015258581,0.00193341803347634,0.0004700179817822409,0.0008626475716695031,0.0011676513926133537,0.0010151494821414285
2019-03-24,"[0.09663929724057019, 0.2941011256914595, 0.15180919558291078, 0.07230826222505664, 0.30101547929999695, 0.035243838367789077, 0.04888280159221676]",0.0009367941287966223,0.0017231383697100518,-0.0007863442409134295,0.0007545001020197598,0.00014175542677543582,0.00044812776439759783
2019-03-25,"[0.08887750734834828, 0.34423044644092765, 0.14019099629306958, 0.06380743022613593, 0.2816936071119211, 0.030871532628772767, 0.05032847995082468]",0.0015411072189778165,0.0005688421807933642,0.0009722650381844523,0.0009768268435978984,0.00019205758238649245,0.0005844422129921954
2019-03-26,"[0.08379804622209928, 0.3405510703077815, 0.1411324890488044, 0.060907238146903006, 0.2824091682454094, 0.04519641161413754, 0.046005576414864774]",0.0018243377276520904,0.0006063190110578303,0.00121801871659426,0.00081784059582996,0.000166267453516738,0.000492054024673349
2019-03-27,"[0.08532990153533833, 0.3424922360041669, 0.1316218558407094, 0.07227916515665345, 0.27932914424977767, 0.035172042768380846, 0.05377565444497327]",0.0009455588580004065,0.0009645260855062138,-1.896722750580732e-05,0.0005796975937309645,0.0008507334620533487,0.0007152155278921566
2019-03-28,"[0.08943140552383133, 0.3410813423526914, 0.1255759110607866, 0.06476767051979486, 0.2897778258131321, 0.04095251318243409, 0.04841333154732961]",0.0004616790816708155,0.0012877146736292573,-0.0008260355919584418,9.756713288154196e-05,0.0008058239050889861,0.000451695518985264
2019-03-29,"[0.09633340764814634, 0.34099523298379264, 0.13225810862893544, 0.06897468828330204, 0.27789582094549137, 0.037092132189244224, 0.04645060932108799]",0.000406901278704945,0.0010730849351133006,-0.0006661836564083555,0.00015731538075160908,0.0006836598815870091,0.0004204876311693091
2019-03-30,"[0.10314909133317474, 0.3147618512239605, 0.135722684314461, 0.0704133812368705, 0.3020902505741945, 0.039934374612064186, 0.03392836670527465]",0.0015482655054737098,0.0015981241618952511,-4.985865642154132e-05,0.0004513013596652362,0.0004626781483688164,0.0004569897540170263
2019-03-31,"[0.0940381160386386, 0.29367479044329886, 0.159924465235417, 0.06919868917496017, 0.3038765477382839, 0.03737734219462003, 0.041910049174781513]",0.0017142586645932632,0.002265039037304356,-0.000550780372711093,0.0005099556966511728,0.0003221267964335108,0.0004160412465423418
2019-04-01,"[0.09837442257138938, 0.33867244596336743, 0.1422428514064311, 0.0679498831837793, 0.2642903403800429, 0.039396261362898144, 0.049073795132091654]",0.0012585698967269368,0.0007735803828553315,0.00048498951387160533,0.0007445580841101906,9.200865361659621e-05,0.00041828336886339337
2019-04-02,"[0.08079146431970026, 0.3463741775883584, 0.13739836388996868, 0.0658511483255343, 0.2872768125799158, 0.03242648398836252, 0.0498815493081601]",0.0017360167598641392,0.00025979360585229837,0.0014762231540118409,0.0005957610339722262,0.00014482752670676478,0.0003702942803394955
2019-04-03,"[0.08626214785179025, 0.3570914518286486, 0.131734765423023, 0.0650793383423185, 0.2812175690068969, 0.03248821873818453, 0.04612650880913828]",0.0012091454024240305,0.0006666433126105158,0.0005425020898135147,0.001081622565667611,0.0005097604557717396,0.0007956915107196754
2019-04-04,"[0.08528874465764454, 0.351059606175365, 0.14120752447067966, 0.0600377183168479, 0.280884227119739, 0.03326020021252394, 0.04826197904719998]",0.0003257701479888662,0.0015403578553540196,-0.0012145877073651535,0.00024341861192210592,0.001080174834132777,0.0006617967230274415
2019-04-05,"[0.09496755494385502, 0.3364568039079786, 0.13610369349671197, 0.06067025826979641, 0.2829084493284625, 0.03669215692624562, 0.05220108312694995]",0.000417388360932471,0.0007380465279248175,-0.00032065816699234647,7.29273016475517e-05,0.0006519656845390525,0.00036244649309330213
2019-04-06,"[0.10441988118825506, 0.315203147788877, 0.1299188715980076, 0.06723548563526789, 0.2927166749222599, 0.0372453665483365, 0.05326057231899612]",0.0010599573918374653,0.0009052633511665862,0.00015469404067087913,0.000430521955765026,0.0003835441311190415,0.0004070330434420337
2019-04-07,"[0.11754696380508672, 0.29799728013698135, 0.1342256044567523, 0.07104747124826162, 0.29381555149313027, 0.04067385861734087, 0.04469327024244687]",0.0017225010157230324,0.002479045144498451,-0.0007565441287754186,0.0009644212637270204,0.00030937106755751846,0.0006368961656422694
2019-04-08,"[0.0923970795966977, 0.3467017617849792, 0.13073111326064035, 0.06460759493337905, 0.27706562976305243, 0.035944239719632766, 0.05255258094161854]",0.0009760240142061856,0.0005842360789600677,0.00039178793524611796,0.0008401114007599138,0.0005185486103232213,0.0006793300055415675
2019-04-09,"[0.08674637116956788, 0.3186723207830488, 0.16048951671208497, 0.06444480284745008, 0.2896963183360214, 0.030429647961737392, 0.04952102219008954]",0.001732648589124211,0.0010333761621069296,0.0006992724270172815,0.0005063720738868611,0.0002467910843915728,0.0003765815791392169
2019-04-10,"[0.09215733154646556, 0.35550818242845783, 0.13857014615763258, 0.06561677304341358, 0.2701804096662167, 0.029198266783100522, 0.0487688903747131]",0.0014398546418982357,0.0008064293761605061,0.0006334252657377296,0.0010664508977746947,0.0008462401507926097,0.0009563455242836522
