date,no_Vrede/Irritation,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-01-24,"[0.09371078451841237, 0.10496658602067571, 0.3638320637875184, 0.12562325971436494, 0.2332050666521868, 0.03126652606019714, 0.04739571324664452]",0.00047208587686546833,0.0023733929765748867,-0.0019013070997094183,0.00016674175958240336,0.0019534477996737717,0.0010600947796280875
2019-01-25,"[0.10017242499880437, 0.11809526109368268, 0.3488183477781757, 0.12066124516965847, 0.23586137491682097, 0.03157499578739916, 0.0448163502554586]",0.0007186476948312387,0.0014792791831953849,-0.0007606314883641462,0.0003619018733677796,0.0011486595013485664,0.000755280687358173
2019-01-26,"[0.11684441041148802, 0.11653214687119756, 0.31819952657592604, 0.12735955054681022, 0.23422855699207554, 0.037962096017103666, 0.04887371258539894]",0.001469850196657715,0.0013137723912678286,0.00015607780538988642,0.0003949586208265562,0.000679179109582727,0.0005370688652046416
2019-01-27,"[0.11393057455218132, 0.14046789466112347, 0.2892902731417993, 0.124105126118774, 0.24282899789293647, 0.04851003753530566, 0.04086709609787979]",0.0031889817742718316,0.0032698372733237758,-8.08554990519442e-05,0.001456121062249366,0.0012875519861756737,0.0013718365242125197
2019-01-28,"[0.10444141811385589, 0.1185289692715838, 0.3306816068557497, 0.11877235659478416, 0.24252858338157737, 0.04044851358342522, 0.04459855219902386]",0.0007916685424984819,0.0010182318475915639,-0.00022656330509308192,0.0005098867252473963,0.00013359306594582125,0.0003217398955966088
2019-01-29,"[0.0854023329517675, 0.10703380617304989, 0.3549171396142175, 0.12079464359691443, 0.25054353189351747, 0.03454397939531853, 0.04676456637521468]",0.002542710403498752,0.000316361706980825,0.002226348696517927,0.0014913727679139593,0.00012269085224018959,0.0008070318100770745
2019-01-30,"[0.08754155853369272, 0.10922544661843257, 0.339180066364891, 0.12949223095457504, 0.24587457305505195, 0.03581998006403724, 0.0528661444093194]",0.0016280376731626469,0.0007235758545734008,0.000904461818589246,0.0015083626535644242,0.0006183543516641896,0.0010633585026143069
2019-01-31,"[0.08495590704549472, 0.11101623503913201, 0.35295123525092137, 0.12970538015169136, 0.24166449128844403, 0.03140212385705705, 0.0483046273672595]",0.0005286532231890999,0.0017046961369586889,-0.001176042913769589,0.00046648498726054586,0.0009642801363252279,0.0007153825617928868
2019-02-01,"[0.09617378750375695, 0.11269264300259854, 0.3331974340448653, 0.12870691518676985, 0.252374293969603, 0.031146253860000687, 0.04570867243240577]",0.00041238030770861245,0.0007473274910900843,-0.00033494718338147184,4.922770078827646e-05,0.0003621274246007115,0.00020567756269449398
2019-02-02,"[0.10582022230140976, 0.1108881422042454, 0.3065443944650809, 0.14009847862485647, 0.2609788036503385, 0.036681743394629054, 0.03898821535943992]",0.0014732229788972043,0.0013047089734674188,0.00016851400542978556,0.0005077559550504269,0.000717221240381151,0.000612488597715789
2019-02-03,"[0.10574635304150024, 0.1116999636015144, 0.29527359822288973, 0.12724059575348062, 0.27851142319401456, 0.0374279608712973, 0.04410010531530326]",0.0014284440180627335,0.0018401057758056728,-0.00041166175774293937,0.0009419149868243703,0.00030901273578817415,0.0006254638613062722
2019-02-04,"[0.0929811769287637, 0.10597854738511402, 0.33707685495730993, 0.12660655396003972, 0.24908983781484284, 0.036410182297555, 0.0518568466563748]",0.001026731838404945,0.00034323465903392296,0.0006834971793710221,0.0005350305986543676,8.607686432486288e-05,0.0003105537314896153
2019-02-05,"[0.08576707215008678, 0.0993595562399121, 0.34611565649838794, 0.12465753089516556, 0.25968017819942507, 0.031062716846130368, 0.05335728917089214]",0.0015883568496826582,0.00039750187550057593,0.0011908549741820823,0.0008927336177431118,8.919289908307865e-05,0.0004909632584130953
2019-02-06,"[0.08303523711095015, 0.09932278581659355, 0.34061491579782566, 0.12913853498883088, 0.26676652872710443, 0.03536661205340569, 0.04575538550528963]",0.0008338906579119951,0.0010299258133964699,-0.0001960351554844748,0.0006617037934850576,0.0005910513235706584,0.0006263775585278581
2019-02-07,"[0.08386470175486109, 0.11380886478462411, 0.3446615995802793, 0.12802747056782807, 0.24561404622356914, 0.03380153420311521, 0.050221782885722835]",0.0003979828717764376,0.0017167314483735024,-0.0013187485765970648,0.00011743187027850901,0.001028153258664452,0.0005727925644714805
2019-02-08,"[0.09985587699964348, 0.10770177580898684, 0.3379963294462703, 0.12513686993999806, 0.24976248933691872, 0.0316169200546758, 0.04792973841350671]",0.0005496689385824056,0.0016922346720703119,-0.0011425657334879062,0.00010456673180565374,0.0005384103604677043,0.00032148854613667905
2019-02-09,"[0.10115035212792205, 0.10880179771836776, 0.2978770864962533, 0.1341029380533893, 0.2592527221443687, 0.03836285430144514, 0.06045224915825378]",0.0016218277396526524,0.0004000682637690457,0.0012217594758836068,0.0002456831395542555,0.00012754391397478925,0.00018661352676452238
2019-02-10,"[0.10016857688197472, 0.11544640923818301, 0.27789935535040194, 0.13058580476052054, 0.279375020064349, 0.0420056688697306, 0.05451916483484022]",0.0019893465525546755,0.0013429338451945467,0.0006464127073601289,0.0010457759187450578,0.00046129940285614685,0.0007535376608006023
2019-02-11,"[0.09296585944565246, 0.1067183078095218, 0.3043261770124284, 0.12670165520916166, 0.26871233924700755, 0.03686711408756199, 0.06370854718866603]",0.0007846924166998703,0.0007319341436186513,5.275827308121896e-05,0.0004521844582167734,0.0003251714452003609,0.00038867795170856713
2019-02-12,"[0.09351518553116893, 0.10262570507666614, 0.32191521555659636, 0.1308581335657735, 0.2588684181309057, 0.03685574837093505, 0.05536159376795424]",0.0007049250282940633,0.0003207194657279465,0.0003842055625661168,0.00044662014592924655,0.00015995303983602692,0.00030328659288263675
2019-02-13,"[0.0904738606527333, 0.11622925511660469, 0.32961637626904566, 0.12719272628641817, 0.25711546704772525, 0.032666331231784404, 0.04670598339568841]",0.001189023685462803,0.0007165005894568893,0.0004725230960059137,0.0005737616547067937,0.0003022560712182806,0.00043800886296253713
2019-02-14,"[0.09856880491952935, 0.10421391493158505, 0.32890091761199997, 0.12705060385776007, 0.25422710536783955, 0.035039891479517096, 0.051998761831768936]",0.0003865648059637879,0.000756199068896592,-0.00036963426293280414,0.0002377905957451727,0.0004618059503922217,0.0003497982730686972
2019-02-15,"[0.10080244650857374, 0.10190293105027494, 0.30994101698581883, 0.12801552048490225, 0.2747699433004812, 0.03432421373735541, 0.050243927932593545]",0.0004719036450519293,0.0006990921162337303,-0.000227188471181801,0.00017292779080157423,0.000371099227400116,0.0002720135091008451
2019-02-16,"[0.10451791687016582, 0.10340622630386542, 0.30098838499430025, 0.13447588367138888, 0.2642419804870468, 0.038287256854683406, 0.05408235081854944]",0.0006069503522390312,0.001078198056332454,-0.0004712477040934227,0.0003566117208055206,0.0003639452093913292,0.0003602784650984249
2019-02-17,"[0.09272794241582377, 0.11147683034793661, 0.288107809555951, 0.13315484838342356, 0.2808416957089458, 0.043836338834804096, 0.04985453475311512]",0.0009050441960441706,0.0011504953348648304,-0.00024545113882065977,0.00035745913217155546,9.058414038093978e-05,0.00022402163627624762
2019-02-18,"[0.08271697440185986, 0.11705814969145543, 0.328496957123824, 0.12544314827262956, 0.26083760810454953, 0.04048446313469947, 0.04496269927098214]",0.0012587310545230882,0.0004164830688142686,0.0008422479857088196,0.00014148816355084718,0.0002689407045729152,0.0002052144340618812
2019-02-19,"[0.08383981389146516, 0.11032296719826094, 0.3266141037166387, 0.1234180404769141, 0.27263762944912573, 0.036670216140031194, 0.046497229127564245]",0.000798061623630888,0.0002649781858914458,0.0005330834377394422,0.0004446769259337473,0.00015861483953476016,0.0003016458827342537
2019-02-20,"[0.08414621236560767, 0.10847820954212495, 0.3305425324352615, 0.12078316337587272, 0.2711111150167482, 0.035703950098260426, 0.04923481716612458]",0.0005225767419013805,0.0007437258262890222,-0.00022114908438764175,0.0005204863142215882,0.00030921428059661066,0.00041485029740909944
2019-02-21,"[0.07391181381311725, 0.10183793860422861, 0.32866278693857504, 0.12691529429149434, 0.28837854702703025, 0.03648334886721405, 0.04381027045834036]",0.0005498062425170714,0.0013379635743020514,-0.00078815733178498,0.0001748078349340645,0.0007562605764043837,0.0004655342056692241
2019-02-22,"[0.08294052528425307, 0.10874801722297361, 0.3115047966574496, 0.12905331069888668, 0.29107141833923317, 0.035799386438415515, 0.040882545358788276]",0.00042921264550287034,0.0008655654159380756,-0.0004363527704352053,0.00010947501845524852,0.0002518619286566677,0.0001806684735559581
2019-02-23,"[0.09574715131479633, 0.11362271558917171, 0.29299003899343584, 0.1355073937261719, 0.2795079396480596, 0.03951602508207784, 0.043108735646286735]",0.0010824980789829496,0.0012828985327314596,-0.00020040045374851,0.00039656089707764644,0.0007361563357110374,0.0005663586163943419
2019-02-24,"[0.08921342150052138, 0.12105595938994729, 0.28044684017373117, 0.12187563267448415, 0.2945770150541821, 0.04791891772512676, 0.044912213482007336]",0.0013376788661573207,0.0031727297580107596,-0.001835050891853439,0.0006181057916622154,0.001209981146100671,0.0009140434688814432
2019-02-25,"[0.09305744685112007, 0.10728794816880113, 0.3084320647735149, 0.12057855121431467, 0.27974408534301903, 0.035010090950033684, 0.05588981269919653]",0.0010606212920688703,0.0011331207036075288,-7.249941153865858e-05,0.00028380974092542853,0.0003808724354081523,0.0003323410881667904
2019-02-26,"[0.08333060116869392, 0.10418516961565676, 0.351577556287348, 0.12970138612999255, 0.2493527424539493, 0.03340257103108177, 0.04844997331327769]",0.0026302732583224184,0.0005268180303367474,0.002103455227985671,0.0010622968204138,0.0002912276182912722,0.000676762219352536
2019-02-27,"[0.08684534013368286, 0.1086298802378733, 0.35099057338412226, 0.12144354756197477, 0.24998053207605941, 0.031548655651361335, 0.05056147095492604]",0.001801751628939934,0.0010444782566549,0.0007572733722850341,0.0016208502620507195,0.0008451151254489967,0.001232982693749858
2019-02-28,"[0.08756588089806984, 0.11809318690553991, 0.3305039802269446, 0.1184801208144751, 0.2582622870785073, 0.03489069236016934, 0.05220385171629407]",0.000524458389747557,0.0011787412169931156,-0.0006542828272455586,0.00012689937909224154,0.0004890380410491179,0.0003079687100706797
2019-03-01,"[0.10298898361584152, 0.114848273900471, 0.3347552698614876, 0.12199003363566385, 0.2453378274119572, 0.03364475419300346, 0.04643485738157542]",0.0006339379407621444,0.0008784949169148168,-0.0002445569761526724,0.00013992278951565615,0.0002862383012319662,0.00021308054537381117
2019-03-02,"[0.10576563425240167, 0.1129642197620722, 0.3035256198024092, 0.13615406697275503, 0.2688646491446595, 0.03490955758092403, 0.03781625248477826]",0.0016670305356337777,0.0010942668847926818,0.0005727636508410959,0.0004687826634105869,0.0004064877296615419,0.00043763519653606435
2019-03-03,"[0.10556274011635054, 0.12434307049387107, 0.2965421186311884, 0.12626063669537313, 0.26211634840649656, 0.04167437491655141, 0.043500710740168855]",0.0009782017071792689,0.0013782312400446271,-0.00040002953286535827,0.00034077622645552994,0.00031047382753038717,0.00032562502699295855
2019-03-04,"[0.09183980948407479, 0.10889037490441694, 0.32809372319592034, 0.12662238196602332, 0.2527831843648466, 0.03989880562371941, 0.05187172046099858]",0.0009843356111599339,0.00033898174113378116,0.0006453538700261527,0.0003720966514588224,0.00012283538167348517,0.0002474660165661538
2019-03-05,"[0.08341120929598043, 0.10940213465966571, 0.32523012878471563, 0.13487436595363705, 0.2648391209780245, 0.031264708783073906, 0.0509783315449028]",0.0012443250916224246,0.000339797630593787,0.0009045274610286376,0.000548385886583268,7.778293710415635e-05,0.00031308441184371217
2019-03-06,"[0.08831583565335349, 0.10965292231621811, 0.3311589581182111, 0.13079618899805795, 0.258239991913124, 0.03712658873289224, 0.04470951426814311]",0.0005711893907944848,0.0011284702496898176,-0.0005572808588953327,0.00043908094643826083,0.0010601531094374826,0.0007496170279378717
2019-03-07,"[0.08556147219855441, 0.1169643122086499, 0.33398504948200103, 0.12635883444586063, 0.25218402526988093, 0.03306099410459131, 0.05188531229046176]",0.00028810145582526406,0.0020508555476873784,-0.0017627540918621143,1.9537151733097898e-05,0.0012123192131125683,0.0006159281824228331
2019-03-08,"[0.09218461134791514, 0.12007475873070476, 0.3125970181894589, 0.125093645143792, 0.27010879896436407, 0.032717265689235595, 0.0472239019345294]",0.0004543442447990232,0.0012137397806960997,-0.0007593955358970764,6.309562988648958e-06,0.00040799398012769097,0.00020715177155816996
2019-03-09,"[0.09388038497843124, 0.11106932246847251, 0.26773559567586996, 0.1402426000255888, 0.2995460155695567, 0.04037177862208532, 0.04715430265999549]",0.0025937217619858184,0.0024120329277448125,0.00018168883424100587,0.0006707168395086344,0.0015680322850728917,0.001119374562290763
2019-03-10,"[0.08675134346816238, 0.11254462396321609, 0.2824899541718456, 0.1348284231142909, 0.294461827105567, 0.04172711977655556, 0.047196708400362344]",0.0012063805841764752,0.0024768132976224337,-0.0012704327134459585,0.0008515246493565371,0.00023128765582733455,0.0005414061525919358
2019-03-11,"[0.08444981725588388, 0.10295360739614043, 0.33827102346011406, 0.12862567370675668, 0.2603184452861545, 0.03404398824620383, 0.05133744464874658]",0.0020650278236522125,0.00033985492805187727,0.0017251728956003353,0.0010140754127441766,2.8535731218675365e-05,0.000521305571981426
2019-03-12,"[0.07445668778062807, 0.10409220556069666, 0.3434606187807396, 0.13635511799699496, 0.2650195963469375, 0.03203462334686641, 0.04458115018713667]",0.0022239416398452025,0.0004008929897704511,0.0018230486500747515,0.0014050990990870243,0.00024190866212189837,0.0008235038806044614
2019-03-13,"[0.08047839467792865, 0.11447976270788782, 0.3441027921548473, 0.13059424241470757, 0.25417290215333105, 0.03125091691484263, 0.04492098897645505]",0.0011164467434755757,0.00105690393325417,5.9542810221405694e-05,0.0011403449281720223,0.0008554023885355012,0.0009978736583537617
2019-03-14,"[0.08000279144422344, 0.1120016657142579, 0.33934134500706153, 0.13080656149557343, 0.26279553986702886, 0.029422537136790484, 0.04562955933506425]",0.0001861498025409921,0.0015251158991750246,-0.0013389660966340326,9.594888267876783e-05,0.0006454640148522083,0.0003707064487654881
2019-03-15,"[0.0796848174537961, 0.10745341568645742, 0.3135365302671565, 0.13487951885229665, 0.27958391375495256, 0.03066691546926121, 0.05419488851607969]",0.000768263987185561,0.0008442075236706038,-7.594353648504278e-05,0.00013851265198880808,0.00037690345039538315,0.00025770805119209564
2019-03-16,"[0.09847764814402209, 0.11228037072687168, 0.28900283625935796, 0.135619538775369, 0.27721920284589013, 0.03812966379106103, 0.04927073945742803]",0.0017045433894397497,0.0008269114096645328,0.0008776319797752169,0.0004812074334690722,0.0005019805504688724,0.0004915939919689723
2019-03-17,"[0.09252414307902679, 0.11811958051910393, 0.2868331125850331, 0.13304753931426563, 0.28062658538715646, 0.04138596809337331, 0.04746307102204085]",0.0011181809143123826,0.0013958299238795695,-0.0002776490095671869,0.0007765646326036572,0.0001279412745185932,0.0004522529535611252
2019-03-18,"[0.07924507307390824, 0.1059098173087794, 0.325740686972336, 0.14186981035203722, 0.262068535288895, 0.03413728822406003, 0.05102878877998417]",0.0010388261284652491,0.0003269796772950747,0.0007118464511701745,0.0005140712878733921,0.00016725903892488519,0.0003406651633991386
2019-03-19,"[0.08190406973889638, 0.10343071303361316, 0.3208846292401844, 0.13982193338181514, 0.27252474919206277, 0.032679185226162456, 0.048754720187265656]",0.0007796513522053556,0.0002851804998818645,0.0004944708523234912,0.00048487927138643466,9.837790598408319e-05,0.0002916285886852589
2019-03-20,"[0.08523229994210416, 0.1127862987008477, 0.3276588678806904, 0.13429349716739722, 0.26591384190332723, 0.028461517578047307, 0.04565367682758595]",0.0007164171428177762,0.0011484815321104738,-0.0004320643892926976,0.0005516453220922842,0.0012294551915315983,0.0008905502568119412
2019-03-21,"[0.08114458075239143, 0.1102503424062717, 0.33473529792081624, 0.13850545861728256, 0.2664214894353996, 0.027848169119469066, 0.041094661748369274]",0.00034722865930127237,0.0019216470324641868,-0.0015744183731629144,0.00015927581589383192,0.0010191891328920526,0.0005892324743929422
2019-03-22,"[0.08747530821431318, 0.10619953333466872, 0.306581456230814, 0.13828269828881412, 0.28028474658832675, 0.032827188097883944, 0.04834906924517915]",0.00044317234056860015,0.0006389457656153294,-0.00019577342504672926,0.0002280656915270997,0.000388552458010358,0.00030830907476872885
2019-03-23,"[0.09154671524691275, 0.09954732975925132, 0.2690335097018463, 0.15407950028500494, 0.3043678508101653, 0.035301990047866945, 0.04612310414895249]",0.0024268605667639932,0.0019318178437508781,0.0004950427230131151,0.0008875966011722876,0.0010893944247482312,0.0009884955129602594
2019-03-24,"[0.09266770393742571, 0.1104336873712846, 0.2820144270647533, 0.14557028034088518, 0.28864462090318316, 0.033795419386738634, 0.04687386099572942]",0.0008730821122773415,0.0015365462206625832,-0.0006634641083852418,0.0006726109593320124,0.00010260639887833666,0.00038760867910517455
2019-03-25,"[0.08503214042523821, 0.10431266095183461, 0.3293370002568077, 0.1341255041776088, 0.26950587467480214, 0.029535847437117783, 0.04815097207659078]",0.0014509500612669513,0.0005569926738043774,0.0008939573874625739,0.0009379800356137747,0.00024818491071566177,0.0005930824731647182
2019-03-26,"[0.07922161052486001, 0.11219360855908266, 0.3219526644361353, 0.13342486589955674, 0.2669860473368326, 0.04272811454967077, 0.0434930886938619]",0.001717668998272399,0.00044249691099795515,0.001275172087274444,0.0008095663096057539,7.280393616567965e-05,0.00044118512288571676
2019-03-27,"[0.08181368366529937, 0.11050806873194588, 0.328379043571984, 0.1261980698844684, 0.2678187345228076, 0.033722696606218246, 0.05155970301727654]",0.0007948037264846041,0.0008829143319864392,-8.811060550183505e-05,0.0006142451100440258,0.0008421811029128874,0.0007282131064784566
2019-03-28,"[0.08495676207675605, 0.11156142479537076, 0.3240155545062574, 0.11929280028725726, 0.2752789767590722, 0.03890348025401599, 0.04599100132127033]",0.0004171528720041976,0.001183372115991519,-0.0007662192439873213,0.00015915969407127224,0.0007645540032834843,0.0004618568486773783
2019-03-29,"[0.09182618105522543, 0.11253529873091474, 0.32504082194730743, 0.12607004491464172, 0.264893691520132, 0.03535667354957763, 0.04427728828220106]",0.00032909716888922393,0.001059437469739893,-0.0007303403008506689,0.00010380774080186223,0.0006060946996174315,0.0003549512202096469
2019-03-30,"[0.09843506516525481, 0.11289650532027405, 0.3003768907346823, 0.12952000935950547, 0.2882843960787779, 0.03810933006259037, 0.03237780327891504]",0.0014576702745457458,0.0016225940577029496,-0.00016492378315720378,0.0004432867851199339,0.0005156052186313841,0.000479446001875659
2019-03-31,"[0.08970766186981989, 0.11206207890033518, 0.28015106969979087, 0.152559945439101, 0.2898830361879376, 0.03565611601374301, 0.03998009188927231]",0.0016207413231957696,0.002310910405775681,-0.0006901690825799115,0.0004733849327775718,0.00033115062861814175,0.0004022677806978568
2019-04-01,"[0.09465212512390338, 0.10321685278897694, 0.3258577371377227, 0.1368606576524697, 0.25429010623708836, 0.03790558320409941, 0.04721693785573939]",0.0013124572115421652,0.0007024673737318937,0.0006099898378102716,0.0007097024494614988,0.00014263715369923176,0.0004261698015803653
2019-04-02,"[0.07781108209890332, 0.10031172720663244, 0.33359649804856845, 0.13232976358234438, 0.27667922393772526, 0.031230276973479805, 0.048041428152346424]",0.0017760711086940873,0.00023569787809817142,0.0015403732305959159,0.0006455119716409349,0.00016281603015529266,0.00040416400089811377
2019-04-03,"[0.08304617828474235, 0.09993444536633161, 0.3437785994324043, 0.1268235151577209, 0.27073339760417187, 0.03127701399367585, 0.044406850160953144]",0.0012131639496385696,0.000646218195575201,0.0005669457540633685,0.001110698634751305,0.0005051333232211888,0.0008079159789862469
2019-04-04,"[0.08136090884444054, 0.1033261677819685, 0.3348921212482517, 0.13470443928709322, 0.2679485562868098, 0.03172845524343701, 0.0460393513079992]",0.00023957757793277286,0.0014542414920716094,-0.0012146639141388366,0.00019636478932654318,0.0010419270064793297,0.0006191458979029364
2019-04-05,"[0.09022147203365556, 0.10761404698693736, 0.3196420940000311, 0.1293017976902793, 0.2687698631839349, 0.03485843572505258, 0.049592290380109316]",0.0004256800002731915,0.000644846965760452,-0.00021916696548726048,7.3845145125247e-05,0.0006035801742982974,0.0003387126597117722
2019-04-06,"[0.1002905113554895, 0.10412242328412213, 0.30273818082223647, 0.1247811232786378, 0.28114095396551764, 0.03577246798453029, 0.051154339309466244]",0.0009635255591037725,0.0009667756354705233,-3.2500763667508113e-06,0.00042908443504480307,0.000340783679046404,0.00038493405704560356
2019-04-07,"[0.1116095471777485, 0.11796980774828587, 0.2829451346054239, 0.1274457327363944, 0.2789746293260673, 0.03861938067392884, 0.042435767732151145]",0.0016985326192642163,0.0025818637372629406,-0.0008833311179987243,0.0008558901096504925,0.00039335334238002005,0.0006246217260152563
2019-04-08,"[0.0879680653674337, 0.10944522714068097, 0.330082762104913, 0.12446457363226454, 0.2637846080898911, 0.034221268064324954, 0.05003349560049164]",0.0009321920668344356,0.0006414060014064598,0.0002907860654279759,0.0008105183817043409,0.0005867396684469219,0.0006986290250756313
2019-04-09,"[0.08372805196101163, 0.09699722186115521, 0.30758419370538137, 0.15490532241631327, 0.27961640432356766, 0.029370855648996382, 0.047797950083574445]",0.001913826686464319,0.0011512720359265838,0.0007625546505377351,0.0006491658969723841,0.0003803474094414332,0.0005147566532069086
2019-04-10,"[0.08824225860953243, 0.10531169935253237, 0.34040530954218967, 0.13268334127749037, 0.258702473052564, 0.027957851699790152, 0.04669706646590093]",0.0014624888534678921,0.0007847879187441583,0.0006777009347237338,0.0010657049576107778,0.0007618190629184142,0.0009137620102645961
