date,no_Sorg/trist,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-01-17,"[0.08363921177717273, 0.10281090480481472, 0.33840958626102485, 0.12754832691376358, 0.05683780556898907, 0.23882033545904735, 0.05193382921518769]",0.0004232475664340875,0.0015709073924100418,-0.0011476598259759544,0.00022930119635062226,0.0005948931057033351,0.0004120971510269787
2019-01-18,"[0.09198122407626022, 0.1046825222367273, 0.3199976555463921, 0.11979993205169868, 0.060676903982302854, 0.2594731937625673, 0.0433885683440514]",0.0012481231065677681,0.0004718226387513172,0.0007763004678164509,0.0007304146882747555,0.00020655304606588242,0.00046848386717031896
2019-01-19,"[0.10832896817748795, 0.11463570812375326, 0.3044441332062705, 0.12471820673734095, 0.06139876908268942, 0.24762622906040005, 0.03884798561205797]",0.0024633040426064456,0.0014481137695557436,0.001015190273050702,0.0016762130284664041,0.0010082831587843232,0.0013422480936253636
2019-01-20,"[0.1013869141686111, 0.10806680802085965, 0.2925490157223513, 0.12101025313299348, 0.06549834784030277, 0.2667898561853193, 0.04469880492956234]",0.001006235152886225,0.0021741696729298877,-0.0011679345200436627,0.0007112475877282588,0.0007825153636357602,0.0007468814756820094
2019-01-21,"[0.09292408783943974, 0.1033870936049811, 0.33261700759320745, 0.11840455265736417, 0.05938556316076162, 0.24602010114623277, 0.047261593998013156]",0.0007598818981709106,0.0006013716400166575,0.00015851025815425313,0.00039625883580191745,0.00010356050538028037,0.0002499096705910989
2019-01-22,"[0.07636795249237864, 0.10535423070626783, 0.3416449303320456, 0.12365382349168234, 0.061481363039082616, 0.23589483961668498, 0.055602860321857885]",0.002065630212119954,0.0008591954232878246,0.0012064347888321295,0.000968503561018617,0.0003954301627668121,0.0006819668618927145
2019-01-23,"[0.08866630171292518, 0.10848089608674563, 0.3470566255916819, 0.12000983702094324, 0.0612486476658616, 0.2198471023026703, 0.05469058961917219]",0.001283899205090793,0.0008872621203389284,0.0003966370847518645,0.0010749682630118395,0.00046168813103696516,0.0007683281970244023
2019-01-24,"[0.09153293789571006, 0.10252715361130552, 0.35537657560200675, 0.12270376444700827, 0.05377997459614407, 0.2277853610183518, 0.04629423282947342]",0.0005577641421236021,0.0020374389166074023,-0.0014796747744838003,0.00017082518643974243,0.0015408481585567199,0.0008558366724982312
2019-01-25,"[0.09802797737292579, 0.11556712920226764, 0.3413509965808305, 0.11807818180923052, 0.052306616302226036, 0.23081215737533817, 0.04385694135718137]",0.0008238862556381007,0.0011785661148874236,-0.00035467985924932295,0.0004139829790013236,0.0008142954095153399,0.0006141391942583317
2019-01-26,"[0.1139822028524362, 0.11367758848477014, 0.31040494669790747, 0.12423976529556226, 0.06152806850288306, 0.22849092055737102, 0.04767650760906999]",0.001370467725441619,0.0011647085382200714,0.00020575918722154775,0.0003093229912294194,0.0006584000262992079,0.00048386150876431364
2019-01-27,"[0.11246187375905439, 0.13865709620681416, 0.28556097698686184, 0.12250526323843473, 0.06077587634123698, 0.2396986429096372, 0.040340270557960654]",0.0024881696859957747,0.0028009211559731676,-0.00031275146997739294,0.0012264506852169928,0.0010976140202258043,0.0011620323527213984
2019-01-28,"[0.10223892952632249, 0.11602939863354278, 0.3237081045962053, 0.11626765333970883, 0.060683792231971484, 0.23741407568247425, 0.04365804598977477]",0.0006700811401883627,0.0008674050070574835,-0.00019732386686912087,0.00044540946254551466,4.664930804413305e-05,0.00024602938529482386
2019-01-29,"[0.08333307283348869, 0.10444042518723348, 0.3463176569430349, 0.11786784370916471, 0.057936544567018286, 0.24447297479605773, 0.04563148196400211]",0.0022569662083921772,0.0002889999044800412,0.001967966303912136,0.0012422155079264273,0.00012060390879125592,0.0006814097083588416
2019-01-30,"[0.08563116196730007, 0.10684184822610732, 0.33177822836902154, 0.12666635582128127, 0.05686102879932033, 0.24050891646867936, 0.05171246034829014]",0.0014317881019410526,0.000674534873363454,0.0007572532285775986,0.001277940852934855,0.0006623404955180398,0.0009701406742264474
2019-01-31,"[0.08277996476131678, 0.1081728198081873, 0.34391123386968675, 0.12638328718638053, 0.05621044088127205, 0.23547483357697638, 0.0470674199161803]",0.00040052427446854075,0.001694885217666969,-0.0012943609431984283,0.00036493228914600846,0.000981365550354619,0.0006731489197503137
2019-02-01,"[0.09379814137435885, 0.1099089547637392, 0.3249669253474394, 0.12552764885208093, 0.055078488533408194, 0.24614024589694028, 0.04457959523203318]",0.0003698923793387557,0.0007942433523606533,-0.0004243509730218976,6.824548756483694e-05,0.0004172627830149107,0.00024275413528987384
2019-02-02,"[0.10306150174247809, 0.10799730157862979, 0.29855281870721356, 0.13644612801689246, 0.06179533531018904, 0.2541751174038205, 0.03797179724077652]",0.0014387221008682217,0.0012609058476798808,0.00017781625318834086,0.0004933291587091271,0.0006347957597679654,0.0005640624592385462
2019-02-03,"[0.10244829658299069, 0.10821622372987381, 0.28606449578449006, 0.12327216888541948, 0.06744901445016864, 0.2698251056841027, 0.04272469488295476]",0.0015186778003383767,0.0018478191568231464,-0.0003291413564847697,0.0009383337655605706,0.0002886599304737496,0.0006134968480171601
2019-02-04,"[0.0904543738997692, 0.10309853528603824, 0.32791664806121296, 0.12316596700896379, 0.06259614541936198, 0.24232071553147463, 0.0504476147931793]",0.0010215734382945858,0.0003399074966753877,0.0006816659416191981,0.0005221219624819148,8.711870728543394e-05,0.00030462033488367436
2019-02-05,"[0.08335463951410717, 0.09656479794677417, 0.3363802104276738, 0.1211511981230047, 0.058316718475186095, 0.2523759655091629, 0.05185647000409107]",0.00150038865344693,0.00037009681392597186,0.0011302918395209582,0.0008863666190640003,0.00012680485630114463,0.0005065857376825725
2019-02-06,"[0.08093817662286332, 0.09681438219242637, 0.33201266323102413, 0.12587713261753827, 0.05972849302990225, 0.26002932213383373, 0.04459983017241192]",0.0008304181699102939,0.0010055325899530605,-0.0001751144200427666,0.0007106065150141717,0.0005555433177067605,0.0006330749163604661
2019-02-07,"[0.08192779318915287, 0.11118037675041859, 0.33670142097678185, 0.12507059480007504, 0.0561165015900667, 0.2399414337890879, 0.04906187890441693]",0.0004122767029602487,0.0016553186588779683,-0.0012430419559177196,9.640574583356086e-05,0.000998471400195444,0.0005474385730145024
2019-02-08,"[0.09749319273973506, 0.10515345018095207, 0.32999901740531373, 0.12217601353549723, 0.05452977735757281, 0.24385287319811108, 0.04679567558281799]",0.0005460739754920038,0.0016347907198149495,-0.0010887167443229457,0.00010637041941034551,0.00048008733102357056,0.000293228875216958
2019-02-09,"[0.09880228353132618, 0.10627611116264936, 0.2909622728773865, 0.1309899197501393, 0.06068595981351746, 0.25323452089600007, 0.05904893196898122]",0.0015395064419913421,0.00045781949426779503,0.001081686947723547,0.00026234744626409557,0.00014689784265704288,0.00020462264446056923
2019-02-10,"[0.09769071808091717, 0.11259062441937323, 0.2710249903060172, 0.12735551842032133, 0.06570346670858096, 0.2724641516681879, 0.05317053039660228]",0.0019050771545073345,0.0011680379728255367,0.0007370391816817977,0.0009942600548704136,0.00037184911378430023,0.0006830545843273569
2019-02-11,"[0.09028757562723339, 0.10364382521301121, 0.2955587447499406, 0.12305146582848918, 0.0646143240709704, 0.2609709176723969, 0.061873146837958345]",0.0007868390632414962,0.0007058560786442762,8.098298459722e-05,0.000487307834416558,0.00026967800216879154,0.0003784929182926748
2019-02-12,"[0.09030240730535617, 0.09909992871418327, 0.3108555979209842, 0.1263624127926966, 0.06994522857005446, 0.24997481638700111, 0.05345960830972412]",0.000742390343439315,0.0003533185138444625,0.00038907182959485245,0.0003641250261912149,0.0001467524027405886,0.0002554387144659018
2019-02-13,"[0.08764783855546723, 0.1125987430445151, 0.3193205498697226, 0.12321976158143437, 0.06288175813681326, 0.2490842634914326, 0.04524708532061473]",0.0010544211443202006,0.0006575808320899365,0.0003968403122302641,0.0004288049468333535,0.00026508977586965334,0.0003469473613515034
2019-02-14,"[0.09559738154998157, 0.10107231589817299, 0.31898597673739093, 0.12322057737294766, 0.06412926736755757, 0.24656325712823476, 0.05043122394571454]",0.0003840228727582803,0.0006432624162054173,-0.000259239543447137,0.00020707112038864303,0.00034018465150302606,0.0002736278859458345
2019-02-15,"[0.09764916903140504, 0.09871522848483198, 0.3002455178986115, 0.1240109702834472, 0.06453224749584337, 0.2661746571380701, 0.04867220966779072]",0.00046695791134214394,0.0005758659324378838,-0.00010890802109573986,0.00015708410649605892,0.00040860705215535383,0.0002828455793257064
2019-02-16,"[0.10148074540946542, 0.10040135930312945, 0.29224200580610254, 0.13056816786275327, 0.06623353232916734, 0.2565634099042523, 0.05251077938512976]",0.0005339203116062562,0.0011065927486803135,-0.0005726724370740573,0.0003260319216402946,0.00046800239245553256,0.00039701715704791357
2019-02-17,"[0.09081922918656607, 0.10918218975420213, 0.28217739448121665, 0.13041398717128183, 0.06351802465521607, 0.27506084642057255, 0.04882832833094479]",0.0006751687344406939,0.0010342543466320157,-0.0003590856121913218,0.0003164150870415204,0.00015895977166222185,0.0002376874293518711
2019-02-18,"[0.08136076987078754, 0.11513889679132852, 0.3231110122809867, 0.12338641726536617, 0.05621641329536375, 0.25656098715046516, 0.04422550334570206]",0.0013350369872701438,0.0003926813397219636,0.0009423556475481802,0.00021101926849066122,0.00023728040457483368,0.00022414983653274746
2019-02-19,"[0.08169798921236968, 0.10750458720850846, 0.31827021415616624, 0.12026512549929665, 0.06128004540146094, 0.26567265688895075, 0.04530938163324731]",0.000745015037559348,0.00029118993320353617,0.00045382510435581185,0.00042228048928399546,0.00018016559873782425,0.00030122304401090987
2019-02-20,"[0.08186121936435158, 0.10553248040442395, 0.32156663973612987, 0.1175032928359571, 0.061889439179940574, 0.2637490842971196, 0.04789784418207736]",0.00043948508002977636,0.0008308676453906193,-0.00039138256536084295,0.0004143785344733657,0.0003751992513781266,0.0003947888929257461
2019-02-21,"[0.07240650944676603, 0.09976388459672236, 0.32196916784424845, 0.12433050930520262, 0.056106542334898646, 0.2825053656828489, 0.04291802078931298]",0.0005651237472490588,0.0016060347184065878,-0.0010409109711575289,0.00011928476084234607,0.0007611101718235116,0.00044019746633292884
2019-02-22,"[0.08035656529280376, 0.10536004102327436, 0.30180006029426887, 0.12503273582951926, 0.06583845118553787, 0.28200327104856515, 0.03960887532603075]",0.0005101503623591244,0.0007450509026865458,-0.0002349005403274214,8.296833896190425e-05,0.00010840975523343907,9.568904709767167e-05
2019-02-23,"[0.09235480370194855, 0.10959703187220203, 0.28260932222307733, 0.1307063299105097, 0.07354623355040896, 0.2696048973244331, 0.04158138141742032]",0.0013458346415769283,0.001382781499906509,-3.6946858329580745e-05,0.0005977025060661207,0.000933448560362584,0.0007655755332143523
2019-02-24,"[0.08700433075175143, 0.11805838799907488, 0.27350245322242545, 0.1188577646439422, 0.0714942214805153, 0.28728273861223824, 0.0438001032900526]",0.0011433540421494721,0.002725369136264666,-0.0015820150941151937,0.0007672405306154197,0.0011599436737606298,0.0009635921021880248
2019-02-25,"[0.09046786033591468, 0.10430235772737761, 0.29984907068952416, 0.1172231121730185, 0.061863663021305054, 0.27195941538241153, 0.054334520670448465]",0.0009992644420760324,0.0011120643944739323,-0.00011279995239789993,9.463773964436646e-05,0.00037370068257893877,0.00023416921111165263
2019-02-26,"[0.08127093079542791, 0.10161003990122383, 0.3428876648616953, 0.12649557579577114, 0.057293819376837446, 0.24318952691341417, 0.0472524423556302]",0.0026290666144705,0.0005176566395655875,0.0021114099749049123,0.0009005046238267155,0.00029487320627946385,0.0005976889150530897
2019-02-27,"[0.08440232913510826, 0.10557405718753514, 0.34111700008872736, 0.11802726843930539, 0.05879176716645413, 0.24294843123620696, 0.049139146746662775]",0.0015662749221092718,0.0010412227338277493,0.0005250521882815226,0.0013462631820124113,0.0008963617588809063,0.0011213124704466588
2019-02-28,"[0.08536250369962313, 0.11512166611855143, 0.32218767110563723, 0.11549886379982, 0.059175263252999315, 0.25176376015533414, 0.05089027186803481]",0.0005021051554319772,0.0011535675388773055,-0.0006514623834453283,0.00014736392903581013,0.0005295964306436236,0.0003384801798397169
2019-03-01,"[0.10013838634905743, 0.11166942734638971, 0.3254896918957105, 0.11861351272781762, 0.06039217440947188, 0.23854720461226103, 0.04514960265929202]",0.0006195911916655253,0.0007765285400149041,-0.00015693734834937875,0.00014941303805024735,0.00034564375075149593,0.00024752839440087167
2019-03-02,"[0.10213357099691331, 0.10908495222226243, 0.2931023451860739, 0.13147844443021056, 0.06805141465869911, 0.2596316556514454, 0.03651761685439518]",0.0017556913603906175,0.0010713603324637958,0.0006843310279268217,0.00046371998003688175,0.00043745744729310456,0.0004505887136649931
2019-03-03,"[0.10341867345257742, 0.12181755976893863, 0.29051910264788783, 0.12369617861303328, 0.06113876191063908, 0.2567925483229739, 0.0426171752839498]",0.0008170516402830605,0.001195285229024004,-0.00037823358874094343,0.00028975808015869255,0.00013943033236667738,0.00021459420626268496
2019-03-04,"[0.0898701205097643, 0.10655500234579945, 0.32105709504142116, 0.12390671093991286, 0.06049010200607113, 0.24736174181251994, 0.050759227344511215]",0.0009236791213919872,0.00018207603367776209,0.0007416030877142252,0.00043385844680149654,3.82616974405891e-05,0.00023606007212104282
2019-03-05,"[0.08083415749793386, 0.10602207375161204, 0.315181900312335, 0.13070732137743568, 0.061194511325596924, 0.25665671793327705, 0.049403317801809433]",0.0010110853192847884,0.00028947876521101003,0.0007216065540737784,0.0005542080388153418,0.00011176561314382938,0.0003329868259795856
2019-03-06,"[0.08604083243463514, 0.10682827881524484, 0.32262835100734766, 0.1274268979896523, 0.061930069259861616, 0.2515877668794378, 0.043557803613820646]",0.0004868987501442062,0.001162164704845301,-0.0006752659547010949,0.0004310385206576366,0.0011969578714186228,0.0008139981960381298
2019-03-07,"[0.08322049211012975, 0.11376414373444077, 0.32484714744994486, 0.12290162984391238, 0.05951665108848933, 0.2452842166690473, 0.050465719104035515]",0.0002093156182258564,0.002190854140370478,-0.001981538522144622,5.3382177754018995e-05,0.0012836533636781478,0.0006685177707160834
2019-03-08,"[0.08918122749490694, 0.11616271108790899, 0.30241257608788713, 0.1210180816799417, 0.06423143386811238, 0.2613086272925077, 0.045685342488735126]",0.0004405691115928769,0.001219307102898152,-0.0007787379913052751,4.383883774042686e-05,0.00036464402304696485,0.00020424143039369586
2019-03-09,"[0.09047557114157226, 0.10704110756417605, 0.2580254750688196, 0.13515634111011984, 0.07517516643455083, 0.28868220819572116, 0.04544413048504036]",0.002725322013832012,0.002589608598002334,0.00013571341582967796,0.0007687866828823849,0.0016886908558296277,0.0012287387693560063
2019-03-10,"[0.08368543142580445, 0.10856714183882568, 0.2725063698523883, 0.13006340081547269, 0.07559380409390348, 0.2840551402965149, 0.04552871167709049]",0.0012438577394778161,0.002599681381285491,-0.0013558236418076749,0.0009415947619561177,4.805777097121871e-05,0.0004948262664636682
2019-03-11,"[0.08250403436079576, 0.10058148422561845, 0.330477022327367, 0.1256620481608369, 0.05630029081916325, 0.25432052611270073, 0.0501545939935179]",0.0024327097744844596,0.00034542571263424475,0.0020872840618502146,0.0011798547240202703,7.60995504949567e-05,0.0006279771372576135
2019-03-12,"[0.07225466572300226, 0.10101372678996615, 0.3333029300488783, 0.13232247853303972, 0.06066175106289194, 0.25718176452478547, 0.043262683317436004]",0.0022592051578592637,0.00038101362924937584,0.0018781915286098878,0.0014185358586593754,0.0002381551468524005,0.000828345502755888
2019-03-13,"[0.07783718968702326, 0.11072267334456504, 0.3328097486534078, 0.12630829503430052, 0.06304410716694978, 0.2458312504540533, 0.04344673565970049]",0.0010821972905570678,0.0009854841162530127,9.671317430405514e-05,0.001048477969055247,0.0007725733960991977,0.0009105256825772223
2019-03-14,"[0.07748930975265754, 0.10848286179359796, 0.32868011378663287, 0.12669695617405122, 0.059915581680792016, 0.2545391807305921, 0.04419599608167622]",0.00015615515351204796,0.0012816322487899632,-0.0011254770952779153,6.804415482523864e-05,0.0004911254611699123,0.00027958480799757546
2019-03-15,"[0.07714911274831622, 0.10403406755362114, 0.3035592713545756, 0.1305874260602796, 0.06151272201261094, 0.27068708411615733, 0.05247031615443924]",0.0007429499559688677,0.0006536265934738696,8.932336249499809e-05,0.00013613187621833617,0.0002539673284681987,0.00019504960234326742
2019-03-16,"[0.09543394163262699, 0.10881005536166886, 0.2800704558551489, 0.13142786603518233, 0.06785875522057301, 0.26865102612063174, 0.047747899774168094]",0.0015194570895355035,0.000744923934385224,0.0007745331551502794,0.0004603041217085091,0.0004692764670973106,0.00046479029440290985
2019-03-17,"[0.09018590743702908, 0.1151345065265603, 0.27958437312274353, 0.12968521151362886, 0.06561170444424894, 0.27353469496582167, 0.04626360198996763]",0.0008084560432904505,0.001009114097302589,-0.00020065805401213845,0.0005829099541778106,0.00017913548425620512,0.00038102271921700785
2019-03-18,"[0.07664405640663188, 0.10243359867003311, 0.3150490827733607, 0.13721329699423096, 0.06583925926378541, 0.2534668064770687, 0.049353899414889185]",0.0009303460153646321,0.00023853616368826587,0.0006918098516763662,0.0004459095115276868,0.0001217614732921751,0.00028383549240993094
2019-03-19,"[0.07910875088687398, 0.0999007074680451, 0.3099330995262301, 0.13504992525628004, 0.06569305276792232, 0.2632237025958706, 0.04709076149877793]",0.0006346649438606946,0.00026834313134036235,0.0003663218125203323,0.00038402878821036066,6.390940712010731e-05,0.000223969097665234
2019-03-20,"[0.0818465546820591, 0.10830600570765368, 0.3146430339821291, 0.1289588579308843, 0.06705465438235605, 0.2553507510279652, 0.0438401422869526]",0.00042816746958127786,0.001101271326642973,-0.0006731038570616953,0.0002969550905026223,0.0010781867175744659,0.0006875709040385441
2019-03-21,"[0.07842172933164847, 0.10655083100729922, 0.3235030693102857, 0.13385783111979732, 0.06046926308960365, 0.2574815685645378, 0.03971570757682774]",0.0003195639059731563,0.001742282420486456,-0.0014227185145132997,7.623249086336971e-05,0.0009444855238698545,0.0005103590073666121
2019-03-22,"[0.0850765723616473, 0.10328734435989957, 0.29817442176776726, 0.13449072918393154, 0.059348867723743017, 0.27259881687488585, 0.047023247728125495]",0.0004405878671867567,0.0006514455497812153,-0.0002108576825944586,0.00014709882272464437,0.00037933489791278937,0.00026321686031871686
2019-03-23,"[0.08885480352944299, 0.09662016167136307, 0.2611226364913207, 0.14954882530534663, 0.0636687301303026, 0.2954179788043032, 0.04476686406792095]",0.002235261881417925,0.0018326156300476424,0.00040264625137028244,0.0007623269264619935,0.0010191843395380392,0.0008907556330000164
2019-03-24,"[0.08948722210022428, 0.1066434527806367, 0.2723353077492054, 0.1405741100141321, 0.06695687682110388, 0.2787379443030122, 0.04526508623168552]",0.0008700494273360691,0.0014952517372614487,-0.0006252023099253796,0.0005938762911489623,7.358807354570971e-05,0.000333732182347336
2019-03-25,"[0.0824345537935642, 0.10112608735451274, 0.31927631749727087, 0.13002819914828737, 0.059181869477837566, 0.2612729305937533, 0.0466800421347739]",0.0013823514333544038,0.00025466444774296286,0.001127686985611441,0.0008923120593295163,4.467840362268497e-05,0.00046849523147610064
2019-03-26,"[0.07806216749685609, 0.11055160587359558, 0.3172407459374495, 0.1314721344478141, 0.05673820859012547, 0.26307858939564527, 0.04285654825851401]",0.0014403192295311497,0.00038872983531981764,0.001051589394211332,0.0010000068625012034,5.7305628395519736e-05,0.0005286562454483616
2019-03-27,"[0.07900291505018892, 0.10671148364504351, 0.317097342661069, 0.12186244339477365, 0.06691985625232241, 0.25861762708196767, 0.04978833191463489]",0.000773198361172341,0.0008391388850650904,-6.59405238927494e-05,0.0005825405979540892,0.0007835894893834665,0.0006830650436687779
2019-03-28,"[0.08307725701513163, 0.10909334270915035, 0.31684733316809777, 0.11665367637911346, 0.06016589338529996, 0.2691889585247376, 0.044973538818469126]",0.0002940603883161398,0.0011652240354370145,-0.0008711636471208748,2.2263708542501208e-05,0.0007518393388841604,0.0003870515237133308
2019-03-29,"[0.0891178156043615, 0.10921612862514544, 0.3154539119596966, 0.12235167450968788, 0.0638083267463227, 0.25708078986157923, 0.042971352693206726]",0.00029685746136782077,0.0010139341480158192,-0.0007170766866479984,7.931669779866904e-05,0.0005971535671780765,0.0003382351324883728
2019-03-30,"[0.09565289708789323, 0.10970559918717569, 0.291887040139509, 0.12585925661032374, 0.06529620205093152, 0.28013632767830166, 0.031462677245865114]",0.0014056315509220925,0.0015251020854485018,-0.00011947053452640924,0.00039893926497805025,0.00045439695804850693,0.0004266681115132786
2019-03-31,"[0.08706472724575469, 0.10876054654292944, 0.2718973604106897, 0.14806527961410587, 0.06406726604673997, 0.281342607229015, 0.03880221291076541]",0.001568826045831984,0.002201230217282468,-0.0006324041714504838,0.0004686195948220362,0.0003097974261358486,0.0003892085104789424
2019-04-01,"[0.09212125861342023, 0.10045697734297789, 0.3171447533243734, 0.13320119354004842, 0.06363065315053894, 0.24749074158489293, 0.045954422443748116]",0.0012646772972077834,0.0005834813164639644,0.0006811959807438191,0.0006962315441245653,7.722254051114683e-05,0.0003867270423178561
2019-04-02,"[0.07538433706309566, 0.09718323985668696, 0.3231924061921773, 0.12820270882098178, 0.06144393102865848, 0.26805024828167984, 0.0465431287567201]",0.0016058953566948848,0.0002555692242537915,0.0013503261324410932,0.0006513001950451436,0.00014270641146876722,0.0003970033032569554
2019-04-03,"[0.08051978323890481, 0.09689428273757873, 0.3333203150367867, 0.12296534483600442, 0.060747087188904016, 0.26249726285869607, 0.043055924103125226]",0.001113954841735311,0.0006218293756261396,0.0004921254661091713,0.0010770343484893066,0.0004419522698886633,0.0007594933091889849
2019-04-04,"[0.07933436619922994, 0.10075251308279716, 0.32655060718586304, 0.13134921262367905, 0.05584622390485739, 0.26127447675955123, 0.044892600244022265]",0.0002733823618716909,0.0014316382067068884,-0.0011582558448351974,0.00016020266140005977,0.0010401690586126844,0.0006001858600063721
2019-04-05,"[0.08821202195993245, 0.10521722226464868, 0.3125228926073319, 0.1264219343823038, 0.05635446924977773, 0.26278370923171346, 0.048487750304291956]",0.00040356997546524466,0.0007128258004167232,-0.0003092558249514785,8.86118932620288e-05,0.0006298688879494113,0.00035924039060572
2019-04-06,"[0.09748260910003174, 0.10120723636133444, 0.29426221226594085, 0.12128754055822762, 0.0627686077521685, 0.27326965778732626, 0.049722136174970614]",0.0009597460910994951,0.0008904179955681926,6.93280955313025e-05,0.0003669630443937686,0.0002618614989551526,0.0003144122716744606
2019-04-07,"[0.10848101854357345, 0.11466299456929449, 0.27501389594441744, 0.12387329978373456, 0.06556785302202034, 0.2711546879489646, 0.04124625018799516]",0.0017079993327211499,0.002294045518365538,-0.0005860461856443883,0.0008447632273699336,0.00022892358579644436,0.000536843406583189
2019-04-08,"[0.08563124106612445, 0.10653787359850184, 0.32131429122052774, 0.12115823923578654, 0.05987666017790927, 0.25677731197713616, 0.04870438272401405]",0.0009195630749424182,0.0005324706466022208,0.0003870924283401974,0.0007788543657788332,0.0005634045850659861,0.0006711294754224097
2019-04-09,"[0.08106650832279799, 0.09391387843296739, 0.29780672086565935, 0.14998119883113117, 0.06022517225742658, 0.27072797034430696, 0.04627855094571048]",0.001692706240897797,0.0011167293333158924,0.0005759769075819046,0.0005650718441801635,0.0003735799620723186,0.00046932590312624104
2019-04-10,"[0.08526881914017614, 0.10176308252909606, 0.3289349029714556, 0.12821240082223392, 0.060712095926733683, 0.24998515148446576, 0.04512354712583879]",0.0012351586296826123,0.0005750069478491071,0.0006601516818335052,0.0009257518096630536,0.0005109438429340952,0.0007183478262985743
