date,no_neutral,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-02-19,"[0.44604919805785015, 0.5539508019421497]",8.495265823459932e-05,3.0292157304670144e-06,8.19234425041323e-05,0.000100468345022447,4.103492493909554e-06,5.228591875817828e-05
2019-02-20,"[0.44675386344161827, 0.5532461365583816]",8.48022745045835e-05,8.614316308042805e-06,7.618795819654069e-05,0.0001115212595622811,5.883045521106751e-06,5.8702152541693925e-05
2019-02-21,"[0.44594227822148796, 0.554057721778512]",5.471044330560364e-06,0.00012651465054744639,-0.00012104360621688602,7.498739006184869e-06,0.00016623856622296302,8.686865261457395e-05
2019-02-22,"[0.4418731357984962, 0.5581268642015039]",9.758535164793532e-06,0.00014915807955716414,-0.0001393995443923706,1.6378240926171255e-06,0.00010950067529490081,5.556924969375897e-05
2019-02-23,"[0.4415998995350034, 0.5584001004649967]",7.678714379329277e-06,0.00030665896150471457,-0.0002989802471253853,5.632677420825749e-06,0.0001287851412454339,6.720890933312983e-05
2019-02-24,"[0.41929654670291283, 0.5807034532970871]",0.00029171501593903856,0.000879133465651959,-0.0005874184497129205,4.948905897198078e-05,0.0006254944712625018,0.00033749176511724125
2019-02-25,"[0.42268462464478185, 0.5773153753552182]",0.00012523383174132597,0.001029566136741971,-0.0009043323050006451,8.44189104829603e-05,0.00018908809296070718,0.00013675350172183374
2019-02-26,"[0.4725973260558029, 0.5274026739441972]",0.0010606908303544464,4.4108043377722514e-05,0.0010165827869767238,0.0004141620910732641,2.3944254073447323e-05,0.0002190531725733557
2019-02-27,"[0.4678312617887719, 0.532168738211228]",0.0007455838778851334,5.311676845783943e-05,0.0006924671094272939,0.0005233259946612499,5.8055563518942554e-05,0.0002906907790900962
2019-02-28,"[0.4623354854390626, 0.5376645145609374]",0.0002883011619409647,0.00010405411328222871,0.00018424704865873596,0.0003599276653658582,0.00010084883949893981,0.000230388252432399
2019-03-01,"[0.4842523848825779, 0.5157476151174222]",0.0001480244865499562,0.0002642070922082255,-0.0001161826056582693,7.114446716023627e-05,0.00019795792009235153,0.0001345511936262939
2019-03-02,"[0.463591242300789, 0.5364087576992109]",7.462108221496478e-05,5.748812575173172e-05,1.7132956463233055e-05,9.864074829489557e-05,9.491234303849813e-06,5.406599129937269e-05
2019-03-03,"[0.47418469285551196, 0.525815307144488]",5.9195039750203154e-05,0.00018713175089248761,-0.00012793671114228445,8.301605939918101e-06,6.103945853306918e-05,3.467053223649364e-05
2019-03-04,"[0.45183127559569536, 0.5481687244043046]",0.000282898970754733,7.287301170979942e-05,0.0002100259590449336,0.00018838091657469286,8.009084874997273e-05,0.00013423588266233278
2019-03-05,"[0.4539818968610699, 0.5460181031389301]",8.465630874489388e-05,0.00017237781593125445,-8.772150718636057e-05,8.708729319059405e-05,0.00013936350527140082,0.00011322539923099744
2019-03-06,"[0.45972444754813924, 0.5402755524518609]",5.100700781045589e-05,0.000667645893603196,-0.0006166388857927401,3.866119986020369e-05,0.0007475635852710057,0.00039311239256560474
2019-03-07,"[0.4710029318195766, 0.5289970681804234]",0.00013149457314859479,0.0012687052828069757,-0.001137210709658381,5.039824937979888e-05,0.0009809871118484361,0.0005156926806141175
2019-03-08,"[0.480562853116638, 0.519437146883362]",0.00020618438378613787,0.0016943763667103373,-0.0014881919829241993,0.000126434133755103,0.0012658700589791687,0.0006961520963671359
2019-03-09,"[0.4016384768252371, 0.5983615231747628]",0.002443500156123979,0.0014195214722471027,0.0010239786838768764,0.0005881957594783771,0.0009003483356158524,0.0007442720475471147
2019-03-10,"[0.42007877807659033, 0.5799212219234097]",0.001112334526730256,0.0012249666940248767,-0.00011263216729462074,0.000697541898376919,0.0003173201861357119,0.0005074310422563154
2019-03-11,"[0.4685231678729362, 0.5314768321270639]",0.001179439593903112,3.574959879627948e-05,0.0011436899951068325,0.0008999317336208134,7.264743483672999e-06,0.00045359823855224316
2019-03-12,"[0.4611500940212419, 0.538849905978758]",0.0008963451154181285,0.00015304073002285536,0.0007433043853952732,0.0007266977806557358,2.902999616356062e-05,0.0003778638884096482
2019-03-13,"[0.47686340034136926, 0.5231365996586307]",0.0005964326842243816,0.0006487385290500301,-5.230584482564845e-05,0.0007320840391597358,0.0005388751813390955,0.0006354796102494157
2019-03-14,"[0.4780014202863474, 0.5219985797136525]",6.273837565323489e-05,0.0010109004098785926,-0.0009481620342253577,5.925329739143462e-05,0.00029142958041228015,0.00017534143890185738
2019-03-15,"[0.4416137531416422, 0.5583862468583579]",0.0004949055966305451,6.12751000295231e-05,0.00043363049660102203,0.0002143659891998846,4.747045421651036e-05,0.00013091822170819748
2019-03-16,"[0.4257383032523673, 0.5742616967476327]",0.0009424776567665116,3.213305935448322e-05,0.0009103445974120284,0.000576232246006979,7.597164407265244e-06,0.00029191470520712213
2019-03-17,"[0.433751099834302, 0.5662489001656981]",0.00035040429311262625,0.0001110268300390152,0.00023937746307361107,0.000450187242089519,0.00015600680756163563,0.0003030970248255773
2019-03-18,"[0.4347174961663479, 0.565282503833652]",2.1912680851913287e-05,0.00023723749139132602,-0.00021532481053941274,1.6665958638321394e-05,0.00017025790210951553,9.346193037391846e-05
2019-03-19,"[0.4323838749932945, 0.5676161250067056]",8.753059264168602e-06,0.0002918822278681216,-0.000283129168603953,9.774027718861465e-06,0.00018572331847945195,9.77486730991567e-05
2019-03-20,"[0.45935681133844813, 0.5406431886615519]",0.0003356032819990945,0.0003595071522802728,-2.3903870281178317e-05,2.5102116929247678e-05,0.0003871484692211678,0.00020612529307520775
2019-03-21,"[0.46291850131846335, 0.5370814986815368]",0.00029324083264427287,0.0005490326524422332,-0.00025579181979796037,0.00020481566550305692,0.00036080109142884106,0.00028280837846594896
2019-03-22,"[0.44081111425656583, 0.5591888857434342]",0.00015215945295304987,9.675396654862426e-05,5.540548640442561e-05,8.731158434454209e-05,0.00013113286830010104,0.00010922222632232157
2019-03-23,"[0.4172978797937029, 0.5827021202062972]",0.0007455780153809056,0.00035334386564247626,0.0003922341497384294,0.00033396403422215014,0.0001673389040568154,0.00025065146913948275
2019-03-24,"[0.4368126244129893, 0.5631873755870106]",0.00018231431210707764,8.128140996434194e-05,0.0001010329021427357,0.00013750374055839288,5.301716924929799e-05,9.526045490384543e-05
2019-03-25,"[0.4407531020879539, 0.5592468979120461]",9.621410238200181e-05,9.838825492944955e-05,-2.1741525474477334e-06,0.00013053241855768327,4.79322089300835e-05,8.923231374388339e-05
2019-03-26,"[0.45119400545007426, 0.5488059945499258]",0.00024819543251581233,2.574822490915708e-05,0.00022244720760665525,0.00023880795554617718,1.84762791030914e-05,0.0001286421173246343
2019-03-27,"[0.4529142508737554, 0.5470857491262446]",6.91735588411436e-05,3.7201348475275056e-05,3.197221036586855e-05,5.311488110330996e-05,1.889076380940897e-05,3.6002822456359465e-05
2019-03-28,"[0.4588386829003558, 0.5411613170996442]",7.078859480919287e-05,0.00032350224964073466,-0.0002527136548315418,6.694524794736143e-05,0.00044642142494051703,0.00025668333644393923
2019-03-29,"[0.4607786380281959, 0.5392213619718041]",2.6447563022441104e-05,0.00041407645417723633,-0.00038762889115479524,1.842877047638393e-05,0.0004504932854694426,0.00023446102797291328
2019-03-30,"[0.4640790419214918, 0.5359209580785083]",2.735004354386201e-05,0.0006768021535764366,-0.0006494521100325746,2.5268839969703248e-05,0.0003885232784601573,0.00020689605921493027
2019-03-31,"[0.4154934857701403, 0.5845065142298598]",0.0010648839857636105,0.0004829140330143409,0.0005819699527492696,0.00010069263957262585,0.00037377945821296944,0.00023723604889279765
2019-04-01,"[0.44112340113668996, 0.55887659886331]",0.00026544325514467424,0.00021282488010136336,5.261837504331088e-05,5.72890763427517e-05,0.00014547885715514807,0.00010138396674894988
2019-04-02,"[0.4306136354267951, 0.5693863645732049]",0.0002465325736516328,0.000507761123612613,-0.0002612285499609802,0.0002275147561396236,0.00018657388505904736,0.00020704432059933547
2019-04-03,"[0.45977502444393226, 0.5402249755560677]",0.0005341266243087086,3.4297357761593544e-05,0.000499829266547115,0.0003429377675333419,1.933280538613546e-05,0.00018113528645973868
2019-04-04,"[0.46952557577719084, 0.5304744242228092]",0.0004064396778951129,0.0001377704668521484,0.0002686692110429645,0.00029276383844805846,4.143755516730806e-05,0.00016710069680768327
2019-04-05,"[0.45605797503636347, 0.5439420249636364]",0.00014203666911310488,9.307102807856477e-06,0.0001327295663052484,0.00013588884056538387,6.582809779016221e-06,7.123582517220005e-05
2019-04-06,"[0.4500010262900827, 0.5499989737099172]",8.617469586743448e-05,4.869096422823819e-05,3.748373163919629e-05,7.570417378134984e-05,3.630912833734741e-05,5.6006651059348623e-05
2019-04-07,"[0.453433493512111, 0.5465665064878891]",4.655840060584219e-05,0.00012496845963725394,-7.841005903141176e-05,5.919205721646828e-05,7.919345025157815e-05,6.919275373402322e-05
2019-04-08,"[0.45949301986385016, 0.5405069801361497]",2.328773337175827e-05,0.00012624641311076933,-0.00010295867973901106,1.6469288210561673e-05,0.00011006084409043905,6.326506615050036e-05
2019-04-09,"[0.43632784248368667, 0.5636721575163133]",0.00017136542278575677,0.00038003287438833017,-0.0002086674516025734,7.39393988614611e-05,0.0002554566646294372,0.00016469803174544914
2019-04-10,"[0.47378927887177347, 0.5262107211282265]",0.00033950529434009086,0.00029408565166917845,4.541964267091241e-05,0.0002638083210806009,0.00018489355322094518,0.00022435093715077303
2019-04-11,"[0.4625835525546585, 0.5374164474453414]",0.00013870915918717843,0.0010804560077190817,-0.0009417468485319033,0.00015008530986402024,0.0013111933840188772,0.0007306393469414487
2019-04-12,"[0.4492230957559235, 0.5507769042440765]",0.0001592608014359787,0.0012410219079183147,-0.001081761106482336,0.00010207514102059593,0.0008664127530958089,0.0004842439470582024
2019-04-13,"[0.4417932839452303, 0.5582067160547697]",0.0002538995019321156,0.0011511799237184188,-0.0008972804217863032,0.00020070449477960984,0.0003974748910913082,0.000299089692935459
2019-04-14,"[0.3869030419666384, 0.6130969580333615]",0.002161053305158172,0.000617773317774449,0.0015432799873837232,0.0005753559594934045,0.0007167544328271822,0.0006460551961602933
2019-04-15,"[0.3917049523663983, 0.6082950476336016]",0.0010003679847788913,0.0012662119191429583,-0.000265843934364067,0.0007183115744324932,0.0008962658379953538,0.0008072887062139235
2019-04-16,"[0.4072739071681465, 0.5927260928318535]",0.0003176024744352881,0.0008962271667795804,-0.0005786246923442923,0.00020989606172730024,0.00032906975281649044,0.00026948290727189534
2019-04-17,"[0.44305615559497097, 0.556943844405029]",0.0012118962527569808,5.45475122621674e-05,0.0011573487404948134,0.0004087331869419789,5.387668314735209e-05,0.0002313049350446655
2019-04-18,"[0.4589747570340438, 0.5410252429659562]",0.001268531850382933,0.0004103445970713066,0.0008581872533116263,0.0008957564987041035,0.00029319272530578967,0.0005944746120049465
2019-04-19,"[0.44352444245030775, 0.5564755575496922]",0.0002642641537756615,0.00012372745086622916,0.00014053670290943232,0.00029259419281151136,0.0001297494709077902,0.00021117183185965078
2019-04-20,"[0.43468185441490514, 0.565318145585095]",0.00012458688162916726,0.0003040105858040177,-0.00017942370417485046,0.00012297143396821465,0.0003433442646329101,0.00023315784930056236
2019-04-21,"[0.41898166879385806, 0.581018331206142]",0.0004150033531985342,0.0013793878363638709,-0.0009643844831653367,0.0002903208254171608,0.000939050439526493,0.0006146856324718269
2019-04-22,"[0.43657688923614973, 0.5634231107638502]",6.147187153861116e-05,0.0009590364820927991,-0.0008975646105541879,6.895216541692094e-05,0.00028499631514526013,0.00017697424028109053
2019-04-23,"[0.4741158940273394, 0.5258841059726607]",0.0010109897769133961,3.6846944877804646e-05,0.0009741428320355915,0.00037407180151337663,4.7560396949844196e-05,0.0002108160992316104
2019-04-24,"[0.4885352308619202, 0.5114647691380799]",0.0013013189207834637,0.00028997569577647223,0.0010113432250069914,0.0009551914574427887,0.0002597307853664898,0.0006074611214046393
2019-04-25,"[0.4766341652300099, 0.5233658347699901]",0.00029423006868114327,0.0006609545227247918,-0.0003667244540436485,0.0003647683132228871,0.0007263214984060462,0.0005455449058144666
2019-04-26,"[0.47156827482572106, 0.5284317251742789]",5.343207822111881e-05,0.0008302674824109052,-0.0007768354041897864,6.428497517256589e-05,0.0004973438672530459,0.0002808144212128059
2019-04-27,"[0.452412704406678, 0.5475872955933221]",0.0003780819364264506,0.0003001354981542564,7.794643827219421e-05,0.000200816469265478,0.00020694763374996404,0.000203882051507721
2019-04-28,"[0.41908485732404116, 0.5809151426759589]",0.0012115187008152114,0.0014626852538407395,-0.0002511665530255281,0.0004714157668510604,0.0013856224967458653,0.0009285191317984628
2019-04-29,"[0.42908598698637307, 0.5709140130136269]",0.00041293909946513787,0.0012291769589864044,-0.0008162378595212665,0.0003643895519103755,0.0009486183472715387,0.0006565039495909571
2019-04-30,"[0.4632939730458033, 0.5367060269541967]",0.0005476585344693226,0.00034391665731449373,0.00020374187715482882,0.00038163980500316533,0.00028339282216752166,0.0003325163135853435
2019-05-01,"[0.5005733210955732, 0.4994266789044268]",0.0022039008286730676,0.0014017637970349846,0.0008021370316380831,0.0011122839169940056,0.0004988978452208645,0.0008055908811074351
2019-05-02,"[0.46130030007653705, 0.538699699923463]",0.00043326475668338543,0.0003721931236834763,6.10716329999091e-05,0.0003212187586792469,0.00026304197634458026,0.00029213036751191357
2019-05-03,"[0.437584529683486, 0.5624154703165141]",0.0008702372995970502,4.92975908279387e-05,0.0008209397087691116,0.0007939982493853772,4.2168295860330626e-05,0.00041808327262285395
2019-05-04,"[0.4469939745905663, 0.5530060254094338]",0.0005293678340928639,0.00019852812711484806,0.0003308397069780158,0.0006443751166228524,0.0001097834851561824,0.0003770793008895174
2019-05-05,"[0.42337044832566795, 0.576629551674332]",0.00037202316889519614,0.0005136475752098754,-0.00014162440631467925,0.00026314281489243045,0.00042733065271016176,0.0003452367338012961
2019-05-06,"[0.4377253573278667, 0.5622746426721333]",4.9535205374759976e-05,0.0002173976542917492,-0.00016786244891698923,4.3097068740417666e-05,0.0002194954497757662,0.00013129625925809192
2019-05-07,"[0.47007421388081205, 0.529925786119188]",0.0006331983206895051,0.0005620928917610587,7.110542892844638e-05,0.0003490789544443248,0.0002964096400990571,0.00032274429727169096
2019-05-08,"[0.44893809767011306, 0.5510619023298869]",0.00020695041017426076,0.0001174226912383916,8.952771893586916e-05,0.0001103953189198901,9.304629269364944e-05,0.00010172080580676978
2019-05-09,"[0.4268084755626937, 0.5731915244373063]",0.0004185862559265466,0.0002462824637284441,0.00017230379219810248,0.00038098541169608556,0.0001863850969382483,0.0002836852543171669
2019-05-10,"[0.4381163064044471, 0.5618836935955529]",0.00021317430256410992,0.00016068863515263424,5.248566741147568e-05,0.00021349716699246553,9.762967347094436e-05,0.00015556342023170496
2019-05-11,"[0.4583031085241696, 0.5416968914758303]",0.00025096317972506094,0.00012648653085433462,0.00012447664887072632,0.00018984350872344142,0.00012068201790830359,0.0001552627633158725
2019-05-12,"[0.4451513887604455, 0.5548486112395544]",9.447803794766748e-05,0.00010445011290039867,-9.972074952731188e-06,5.980261245437092e-05,3.3074196453460516e-05,4.643840445391572e-05
2019-05-13,"[0.46040501178130094, 0.5395949882186991]",0.00012353719780350213,0.0004537314479033828,-0.0003301942500998807,0.00010165537161192903,7.835376435619086e-05,9.000456798405995e-05
2019-05-14,"[0.4343629133635988, 0.5656370866364011]",0.00023064110203582065,7.5008445039088e-05,0.00015563265699673263,0.0001232443900121189,8.292261468049576e-05,0.00010308350234630734
2019-05-15,"[0.42873651730724366, 0.5712634826927564]",0.0002202716009346579,8.861900100899032e-05,0.00013165259992566758,0.00020919049042245156,6.917608588172975e-05,0.00013918328815209065
2019-05-16,"[0.42865249023023466, 0.5713475097697654]",0.0001757015092233262,9.350694213369969e-05,8.21945670896265e-05,0.00023682449677933832,6.375016662020058e-05,0.00015028733169976946
2019-05-17,"[0.4149773090828222, 0.5850226909171778]",0.00012838733949287252,0.000296141553233268,-0.00016775421374039547,4.518036311687978e-05,0.00015953818739251717,0.00010235927525469848
2019-05-18,"[0.4469685763822645, 0.5530314236177354]",0.0002869894526833566,5.799505150484482e-05,0.00022899440117851177,0.00016600959693445751,4.039621973378409e-05,0.0001032029083341208
2019-05-19,"[0.4339464991722993, 0.5660535008277007]",9.480742220242413e-05,3.506157248979813e-05,5.9745849712626004e-05,6.96181594193336e-05,4.887281324234516e-05,5.924548633083938e-05
2019-05-20,"[0.43386389632246647, 0.5661361036775335]",8.988119613867261e-05,0.0001146549270647791,-2.4773730926106493e-05,7.454368319179053e-05,9.670323968685794e-05,8.562346143932423e-05
2019-05-21,"[0.4482801660228525, 0.5517198339771475]",7.014248475085576e-05,7.644761707913175e-05,-6.305132328275997e-06,4.8985747758191554e-05,3.788966249682225e-05,4.3437705127506905e-05
2019-05-22,"[0.43535243055344963, 0.5646475694465503]",2.894847805209586e-05,0.0002630197156525838,-0.00023407123760048795,3.943135363776317e-05,9.948751634241958e-05,6.945943499009138e-05
2019-05-23,"[0.4555217226227031, 0.5444782773772969]",0.00015659572618205442,6.522030305593191e-05,9.13754231261225e-05,9.291548580895642e-05,6.968011146260551e-05,8.129779863578097e-05
2019-05-24,"[0.463593060615738, 0.536406939384262]",0.00018463004737687933,6.43237688451981e-05,0.00012030627853168122,0.00015825253458534648,2.511403812119652e-05,9.16832863532715e-05
2019-05-25,"[0.4542228531435654, 0.5457771468564346]",7.510189041695117e-05,0.00017905609550960131,-0.00010395420509265014,7.643196076201743e-05,8.28610324361176e-05,7.964649659906751e-05
2019-05-26,"[0.4734770369623164, 0.5265229630376836]",0.00013247049709888794,0.0004078246803678605,-0.0002753541832689726,5.982321885199046e-05,0.0002964882504726303,0.00017815573466231036
2019-05-27,"[0.47769150209168976, 0.5223084979083102]",0.00012844319972183074,0.0007938782804782647,-0.0006654350807564339,0.00011119619889380325,0.00011156210675140765,0.00011137915282260545
2019-05-28,"[0.44211294769055826, 0.5578870523094418]",0.0004022475505560748,1.6627224852110633e-05,0.00038562032570396416,0.00023912036345850703,3.233255758890199e-06,0.00012117680960869861
2019-05-29,"[0.4357146597220425, 0.5642853402779576]",0.0005426130536805612,0.00014579003341590508,0.0003968230202646562,0.0003753756910623746,0.00016129658543311597,0.00026833613824774527
2019-05-30,"[0.43646128804259027, 0.5635387119574097]",0.00029100690937140127,0.00019287550673391588,9.813140263748539e-05,0.0003999364074172958,0.00012047203501938044,0.0002602042212183381
2019-05-31,"[0.4471596253504654, 0.5528403746495345]",4.577095672571055e-05,0.00032033784910364527,-0.00027456689237793474,2.3499587715960032e-05,0.00013946436235127608,8.148197503361806e-05
2019-06-01,"[0.4628002893747002, 0.5371997106252998]",0.0002814903695617248,0.0010176086534298048,-0.0007361182838680799,0.00011214714953956096,3.155112883844665e-05,7.18491391890038e-05
2019-06-02,"[0.4182108983846576, 0.5817891016153424]",0.000535233068842237,0.000449655855684641,8.5577213157596e-05,0.0003508358526876935,0.0006353541424913923,0.0004930949975895429
