date,emo_prob,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-01-01,"[0.4014444265204065, 0.2915494837877077, 0.30700592837554447]",0.0,0.0047156513203655765,0.0,0.0,0.0008451460820915145,0.0
2019-01-02,"[0.30319224786514715, 0.3521435192533571, 0.34467197866734384]",0.0,0.00032660625480864517,0.0,0.0,0.0002482632761304631,0.0
2019-01-03,"[0.2973037673797662, 0.3330046563120706, 0.369695418579662]",0.0,0.0005728198494917515,0.0,0.0,0.0004105787596077908,0.0
2019-01-04,"[0.3091267040646839, 0.34055388761791344, 0.3503205678648657]",0.0,0.00027019080361323755,0.0,0.0,0.00014225884185378778,0.0
2019-01-05,"[0.3098030697642115, 0.31619793728513385, 0.37399100600757024]",0.0,0.0009074681853709301,0.0,0.0,0.0005332865356311511,0.0
2019-01-06,"[0.3145156975872921, 0.32521144912333283, 0.3602654728008392]",0.0,0.00045072440852694996,0.0,0.0,0.00031561684149302013,0.0
2019-01-07,"[0.3095510493111884, 0.34830040556199304, 0.3421381807647741]",0.0,0.00016888998007747312,0.0,0.0,5.954061615558729e-05,0.0
2019-01-08,"[0.329110089040199, 0.34830512635851774, 0.32258547204399635]",0.0011339039194696674,0.00029563596381231114,0.0008382679556573563,0.000921191945660718,0.00025387834740376176,0.0005875351465322399
2019-01-09,"[0.31393897841390583, 0.3579375104260501, 0.328122576985954]",0.0005479653427488323,0.00025089740180545407,0.00029706794094337826,0.0004658530280626007,0.0002247679936450812,0.00034531051085384093
2019-01-10,"[0.32249049300136257, 0.34446426359469834, 0.3330399789421528]",0.00037525004447615723,0.00019298824401571305,0.00018226180046044418,0.00033640940568345116,0.000135624363056974,0.00023601688437021258
2019-01-11,"[0.31943360818879724, 0.3549480617950905, 0.32562853442011813]",0.00040578565451812734,0.0003264983507101025,7.928730380802484e-05,0.0004849138891362089,0.0002226094227153586,0.00035376165592578376
2019-01-12,"[0.31242797017797014, 0.33246143979477316, 0.3551191678691679]",0.0003286759495842095,0.0001728637692845047,0.0001558121802997048,0.00019610706901820096,0.0001856560531672856,0.0001908815610927433
2019-01-13,"[0.3091221392244119, 0.33170426732358554, 0.35917152733630003]",0.0003756270987663274,0.0002522527686820756,0.0001233743300842518,0.00028100138463563624,0.00020021699198594426,0.00024060918831079025
2019-01-14,"[0.3133704095112285, 0.3605520805812417, 0.32607585865257593]",0.0002548991182924643,0.00036070912062173197,-0.00010581000232926766,0.0002587332567204389,0.00025962536545671473,0.0002591793110885768
