date,no_negative,novelty,transience,resonance,nsigma,tsigma,rsigma
2021-02-09,"[0.46740253451050323, 0.5325974654894967]",0.00018263531637811438,7.423966649122444e-05,0.00010839564988688994,0.00017476452608591284,8.111220951855117e-05,0.000127938367802232
2021-02-10,"[0.48673180690764994, 0.5132681930923501]",0.0002572237986196,0.00013769050776944115,0.00011953329085015883,0.00019566271379128645,6.045742497302723e-05,0.00012806006938215683
2021-02-11,"[0.4663604087639447, 0.5336395912360553]",9.34343419833031e-05,3.88704135088048e-05,5.45639284744983e-05,8.605248833941422e-05,2.5165762150736284e-05,5.560912524507525e-05
2021-02-12,"[0.4757504962225318, 0.5242495037774682]",4.652472861269265e-05,7.861382604477571e-06,3.866334600821508e-05,1.0504416882153513e-05,7.280219722396458e-06,8.892318302274985e-06
2021-02-13,"[0.4697353138239885, 0.5302646861760116]",5.619509114031992e-05,3.66020548738614e-05,1.959303626645852e-05,6.280299218182497e-05,2.754081687086083e-06,3.2778536934455526e-05
2021-02-14,"[0.4778884994046878, 0.5221115005953122]",3.409219637779485e-05,0.00017333477632172344,-0.00013924257994392858,2.628311986229667e-05,0.00015361496221596497,8.994904103913082e-05
2021-02-15,"[0.478257201913731, 0.5217427980862689]",1.3208922344204891e-05,0.00020415448718069705,-0.00019094556483649218,1.6453918165011564e-05,0.00013071862844161433,7.358627330331295e-05
2021-02-16,"[0.4608052435322313, 0.5391947564677688]",0.00011313481172941471,2.2027296394501012e-05,9.11075153349137e-05,5.1732496100954986e-05,2.1937826096581786e-05,3.683516109876839e-05
2021-02-17,"[0.4506303177795682, 0.5493696822204318]",0.00026974882116863357,0.00010122120446838133,0.00016852761670025225,0.0001539039374243624,4.352222863313016e-05,9.871308302874629e-05
2021-02-18,"[0.4659485103974523, 0.5340514896025478]",6.914630953283134e-05,8.824705746659647e-05,-1.9100747933765137e-05,4.3078551459557594e-05,0.00011029143289755086,7.668499217855423e-05
2021-02-19,"[0.45970495945120354, 0.5402950405487964]",2.0572486829494854e-05,0.0001518162481907618,-0.00013124376136126694,1.6711406765416986e-05,0.00017672787490314383,9.671964083428041e-05
2021-02-20,"[0.46754380540287976, 0.5324561945971202]",5.872331768077282e-05,0.00010053248874731563,-4.180917106654281e-05,6.150235096408753e-05,8.56756391911954e-05,7.358899507764146e-05
2021-02-21,"[0.48800873169247544, 0.5119912683075247]",0.00028513457305307167,0.00037817721070928,-9.304263765620832e-05,8.358958802020595e-05,0.00014578576231212843,0.00011468767516616719
2021-02-22,"[0.46644768379882756, 0.5335523162011725]",8.546704186474423e-05,3.21749814676899e-05,5.3292060397054326e-05,0.00010467467002323571,3.1701417277597844e-05,6.818804365041678e-05
2021-02-23,"[0.4540830896335404, 0.5459169103664596]",0.0002485370549648996,0.00016247561154178504,8.606144342311457e-05,0.00023270109042777836,0.00018426700905463823,0.0002084840497412083
2021-02-24,"[0.46258272348509205, 0.5374172765149079]",0.0001226496867608306,0.00014193813665873534,-1.9288449897904747e-05,0.0001429105585987949,9.998696234572476e-05,0.00012144876047225984
2021-02-25,"[0.4615434035222818, 0.5384565964777183]",1.3553290866502078e-05,0.00016923651285209065,-0.00015568322198558857,1.1268278390174228e-05,9.25452276249797e-05,5.190675300757696e-05
2021-02-26,"[0.4831104874245492, 0.5168895125754508]",0.0002892197666426912,0.0001449684716337155,0.0001442512950089757,9.503801513743608e-05,0.0001505172024729533,0.0001227776088051947
2021-02-27,"[0.4832367759891848, 0.5167632240108152]",0.0001499953415098669,0.00020501726722559283,-5.502192571572593e-05,0.00010644019567267968,0.00011291887468206833,0.000109679535177374
2021-02-28,"[0.4702827995891192, 0.5297172004108808]",6.830343495323867e-05,4.457608849503229e-05,2.372734645820638e-05,2.117848200953892e-05,3.5032603706506247e-05,2.8105542858022582e-05
2021-03-01,"[0.4566107218650152, 0.5433892781349848]",0.0002674042551948791,5.3608367179141386e-05,0.00021379588801573773,0.00012264558883421208,3.6759024487145e-05,7.970230666067854e-05
2021-03-02,"[0.46454594138592575, 0.5354540586140744]",7.445625050052716e-05,3.339997200782558e-05,4.1056278492701584e-05,7.147768492016414e-05,3.275864134919662e-05,5.2118163134680384e-05
2021-03-03,"[0.46348103033389576, 0.5365189696661042]",1.585218223440972e-05,8.299860695086493e-05,-6.714642471645521e-05,1.080822687879848e-05,4.083787172797963e-05,2.5823049303389056e-05
2021-03-04,"[0.47109083863919793, 0.5289091613608021]",5.199266419202551e-05,4.733227376179048e-05,4.66039043023503e-06,3.7885043258829475e-05,3.0541879551451316e-05,3.421346140514039e-05
2021-03-05,"[0.4770242492594855, 0.5229757507405144]",6.260372582516565e-05,0.000134806140025434,-7.220241420026835e-05,3.229051248893471e-05,0.00016936529207510712,0.00010082790228202091
2021-03-06,"[0.47944701957318253, 0.5205529804268175]",5.527261189408945e-05,0.00010830032191985299,-5.302771002576354e-05,5.2982010708335696e-05,0.000143068972074537,9.802549139143634e-05
2021-03-07,"[0.48444511005924457, 0.5155548899407555]",4.3143399449248245e-05,9.873690474028315e-05,-5.5593505291034906e-05,3.3245449409998125e-05,7.335577079539972e-05,5.330061010269892e-05
2021-03-08,"[0.5043638170451975, 0.4956361829548025]",0.0002942848451711044,0.0005333762608978896,-0.00023909141572678517,7.255800836925838e-05,0.00014968932019514286,0.00011112366428220062
2021-03-09,"[0.47752152979469115, 0.5224784702053089]",0.00012875863181371807,3.5361941451393436e-05,9.339669036232464e-05,0.0001640556655634365,2.0727399488164174e-05,9.239153252580034e-05
