date,no_Forventning/Interrese,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-01-19,"[0.14868122466074543, 0.15733720869348572, 0.17117541159275432, 0.08426964950796657, 0.3398663498252874, 0.045351397371205644, 0.0533187583485551]",0.002594216046549811,0.0015168624849613607,0.0010773535615884505,0.0018142259593441426,0.0009780546919530243,0.0013961403256485833
2019-01-20,"[0.13522228423274532, 0.14413142711908608, 0.16139442627687842, 0.08735679827188858, 0.3558243591821777, 0.05645478155459549, 0.05961592336262853]",0.0010698470824042096,0.0014648040874643377,-0.00039495700506012813,0.0005219328172675977,0.0007399427662640281,0.0006309377917658129
2019-01-21,"[0.13269859079434046, 0.1476401000718855, 0.1690855153554471, 0.08480449717814392, 0.3513246294716927, 0.046955588463645205, 0.0674910786648451]",0.0004638947292960743,0.0006689503724629291,-0.00020505564316685478,0.00024075230113059756,0.0002958403363607614,0.0002682963187456795
2019-01-22,"[0.11055331001769891, 0.1525150085712796, 0.17900623281361444, 0.08900288624405268, 0.34149082808421977, 0.046938804258386445, 0.08049293001074803]",0.001941655798075267,0.0012123875674400957,0.0007292682306351713,0.0007997486477467968,0.0005814630992837722,0.0006906058735152846
2019-01-23,"[0.12993506991873957, 0.1589721522785028, 0.17586711369489413, 0.08975616624519546, 0.32217255098354486, 0.04315121565113038, 0.08014573122799294]",0.001137297302280706,0.0009528370956535878,0.0001844602066271181,0.0006092061469337983,0.0002814486769992549,0.00044532741196652657
2019-01-24,"[0.13557155140805666, 0.1518553385926912, 0.18173938357188146, 0.07965476426630508, 0.33737816671510507, 0.04523333645007002, 0.06856745899589059]",0.0006178614607178062,0.0012549252561147783,-0.0006370637953969721,0.0003149373691144679,0.0009348784106462804,0.0006249078898803741
2019-01-25,"[0.14216264783494473, 0.16759836865322414, 0.1712399605438804, 0.0758563756194024, 0.3347296182613738, 0.04481058541377497, 0.06360244367339955]",0.0011434549120716696,0.0008669529794208788,0.00027650193265079087,0.0006630032787296096,0.0004101016831873104,0.0005365524809584599
2019-01-26,"[0.15686475472830683, 0.1564455378955482, 0.17098143238924285, 0.08467624886234532, 0.314454110500734, 0.05096448225228854, 0.0656134333715342]",0.0009109070239072207,0.0011894722182628711,-0.00027856519435565043,0.00024294199609460994,0.0005624342385552839,0.00040268811732494696
2019-01-27,"[0.14752509009123205, 0.1818874248309597, 0.160699794444294, 0.07972449980536365, 0.31443157319031684, 0.06281411013553076, 0.05291750750230306]",0.0017693601710690096,0.0022254531066238635,-0.0004560929355548538,0.0005555716952475909,0.0010661473387245663,0.0008108595169860787
2019-01-28,"[0.1428142563814278, 0.16207771698125398, 0.16241052728011102, 0.08476722812109244, 0.33163604930299173, 0.05530970848034272, 0.060984513452780185]",0.0005555279385158282,0.0011299495637893452,-0.000574421625273517,0.00011980398786864753,0.00013967021064338175,0.00012973709925601464
2019-01-29,"[0.121231256150458, 0.15193780221732145, 0.1714717370516251, 0.08428490437297338, 0.35565430172706824, 0.049036248423039504, 0.06638375005751425]",0.0018762365393252675,0.0002889294313715197,0.0015873071079537478,0.0007893863543567737,5.882512266961625e-05,0.00042410573851319497
2019-01-30,"[0.1217631522673137, 0.15192366815067412, 0.18011310855389412, 0.08085348778067095, 0.3419914333149599, 0.04982266434142644, 0.07353248559106065]",0.0014888337243544045,0.000664115866836866,0.0008247178575175385,0.0011855196083226285,0.0005025311103727876,0.000844025359347708
2019-01-31,"[0.120549847332042, 0.15752865987504241, 0.18404798817647436, 0.08185748914296023, 0.3429145605472345, 0.044558658350182974, 0.06854279657606359]",0.0005694049792491085,0.0008544806183515578,-0.0002850756391024493,0.0005082767879591038,0.00040971848443960935,0.0004589976361993566
2019-02-01,"[0.132969685508744, 0.1558086219555336, 0.1779499225245426, 0.0780801110904135, 0.3489321921351854, 0.043062748052612676, 0.06319671873296832]",0.0003776079856366047,0.0006004599219552052,-0.00022285193631860055,8.621340663107534e-05,4.788884655331914e-05,6.705112659219723e-05
2019-02-02,"[0.1398064669074866, 0.1465020489122897, 0.18509385909118695, 0.08382749479692621, 0.34479727676408795, 0.048462806375542844, 0.051510047152479685]",0.001014953444351983,0.0011153402549682482,-0.00010038681061626514,0.00031929549927098484,0.0005081766371660436,0.0004137360682185142
2019-02-03,"[0.13656201362855047, 0.14425057236415678, 0.16431991715659816, 0.08990850543927452, 0.3596727421417692, 0.04833488395187536, 0.05695136531777564]",0.0007880176240854403,0.0008530538850733104,-6.503626098787007e-05,0.00028027861063906683,0.0001749791231830646,0.00022762886691106573
2019-02-04,"[0.1278499693126762, 0.1457214726521421, 0.1740851704961311, 0.08847460798109252, 0.34250080685820566, 0.05006433391327957, 0.07130363878647267]",0.0007574937401662896,0.00048649302221623786,0.00027100071795005176,0.0002180907614620466,0.00010826191280038272,0.00016317633713121467
2019-02-05,"[0.12014065196907917, 0.13918070847903313, 0.1746175619518996, 0.08405301275546098, 0.36375435385891297, 0.043511979134538116, 0.07474173185107595]",0.001089861647773998,0.0005593202842995383,0.0005305413634744597,0.0005482579098088628,0.00014137787140090937,0.0003448178906048861
2019-02-06,"[0.11522092182959254, 0.13782176505595745, 0.1791945391238484, 0.085027514994126, 0.37016917663698756, 0.049075233413714205, 0.06349084894577381]",0.0006073243895074162,0.0009759220337098798,-0.00036859764420246353,0.00018186715171904702,0.00015194690069806339,0.0001669070262085552
2019-02-07,"[0.11765834451384478, 0.15966863699938832, 0.1796166912193485, 0.08059016873250724, 0.34458528395514193, 0.047422007986048974, 0.0704588665937202]",0.0005869722607735327,0.0005932660748008027,-6.29381402726995e-06,0.0001491740826995024,4.3568718023975936e-05,9.637140036173917e-05
2019-02-08,"[0.13910314076267677, 0.1500327845581011, 0.1743205523489266, 0.07780300431618103, 0.34792891270279475, 0.04404360577458619, 0.06676799953673337]",0.0007915675368703711,0.0007065196521507659,8.504788471960529e-05,0.00018601277314396998,0.0002656559395151971,0.00022583435632958352
2019-02-09,"[0.1323522501812623, 0.14236394089445198, 0.17546973622828368, 0.08129289170914855, 0.3392245347601999, 0.050196662526205756, 0.07909998370044796]",0.000749301296272821,0.0004051924788107835,0.0003441088174620375,0.00026369744926833376,5.9290919831045184e-05,0.00016149418454968948
2019-02-10,"[0.12688068740318997, 0.14623268312606452, 0.1654093248488105, 0.08533565096585982, 0.35387639210259475, 0.053207386057825434, 0.06905787549565492]",0.0004930575818989643,0.0004463728923994104,4.668468949955393e-05,5.857507740803584e-05,1.810434840817738e-05,3.833971290810661e-05
2019-02-11,"[0.12196964903203712, 0.1400126307274083, 0.16623044749749064, 0.08728760712234065, 0.3525460841643186, 0.048369035610462414, 0.08358454584594235]",0.0006267666749555728,0.000623074587236989,3.6920877185838254e-06,0.0003265782988593903,0.00029923558003045635,0.00031290693944492333
2019-02-12,"[0.12460076943568567, 0.1367397363733008, 0.1743569671235757, 0.09651159430017496, 0.34491942563658695, 0.049107046936413455, 0.07376446019426224]",0.000418590200312167,0.0004576229552966324,-3.9032754984465396e-05,4.858823407145265e-05,0.00022495613406855138,0.000136772184070002
2019-02-13,"[0.12304465872476324, 0.1580720544749298, 0.1729824004996932, 0.08827672875310927, 0.3496776269687093, 0.04442628566092428, 0.06352024491787087]",0.000742460405180535,0.0006502996114432129,9.216079373732206e-05,0.00024268922459784022,0.0001400369005507092,0.0001913630625742747
2019-02-14,"[0.1337030778100569, 0.14136035420500154, 0.17233704707363437, 0.0896915824024277, 0.34484486727998453, 0.04752965546012825, 0.07053341576876669]",0.0003781545734582558,0.00030270629810814133,7.544827535011444e-05,0.0001335200301400757,0.0002374821652953305,0.0001855010977177031
2019-02-15,"[0.13321760761675822, 0.13467197626496547, 0.16918162175123658, 0.08803793939878746, 0.3631280366629697, 0.04536189145992438, 0.06640092684535806]",0.00043968702708384956,0.0007571913712992522,-0.0003175043442154027,0.0001828509107342406,0.0004918694224378188,0.0003373601665860297
2019-02-16,"[0.13622807791995953, 0.13477910655099337, 0.1752751270569053, 0.08891210610097054, 0.3444115438334867, 0.04990339997514955, 0.07049063856253501]",0.0003758431756654002,0.0011052013470560758,-0.0007293581713906756,0.0003195480845511805,0.00035290097617042586,0.0003362245303608032
2019-02-17,"[0.11938013710279048, 0.14351789702227008, 0.17142668802712233, 0.08349322670710094, 0.3615622137668919, 0.05643593510051036, 0.06418390227331394]",0.0006371814325999474,0.00027394339517747317,0.00036323803742247424,3.0302242848651523e-05,4.9890175444483125e-05,4.0096209146567324e-05
2019-02-18,"[0.11351984251422928, 0.16064928406861934, 0.17215676152775036, 0.0784367993830384, 0.3579705907757543, 0.05556042048874639, 0.061706301241861904]",0.0010999065450135283,0.0006340474698246639,0.00046585907518886447,0.0005421075121949491,0.00032836878577070973,0.00043523814898282945
2019-02-19,"[0.11387063341467243, 0.14983986213656136, 0.16762549666554716, 0.08541210931648881, 0.37029447129065124, 0.049805224337972624, 0.06315220283810638]",0.0005426724634423438,0.00033171423238157735,0.0002109582310607664,0.00039292951363041856,0.00022620939247021532,0.0003095694530503169
2019-02-20,"[0.11478536044531959, 0.1479770750542421, 0.16476248370618332, 0.08678103794678839, 0.36982754402204293, 0.0487043999502179, 0.06716209887520594]",0.0002714654704333391,0.0006352975455315202,-0.00036383207509818106,0.00018370079913313238,9.605430173611859e-05,0.00013987755043462548
2019-02-21,"[0.10144219073046744, 0.13977012683802373, 0.17418819571501715, 0.0786057857539498, 0.39579263531616055, 0.05007252079663206, 0.060128544849749097]",0.0008134021975266277,0.0011159032318126497,-0.000302501034286022,0.00020325200293054818,0.0004937337551105923,0.00034849287902057025
2019-02-22,"[0.10964431375019094, 0.14376086574376543, 0.17060371441192318, 0.08983474806706576, 0.3847856739117995, 0.047325467800759066, 0.05404521631449615]",0.0004319717267375626,0.0008364026878121944,-0.0004044309610746318,6.925836797868526e-05,0.00026646391323948055,0.00016786114060908291
2019-02-23,"[0.12224221322834733, 0.14506428688379133, 0.1730048726299023, 0.0973469056663832, 0.35685311456565516, 0.0504508624819378, 0.055037744543982935]",0.000915860680439247,0.0009131649367338472,2.6957437053998223e-06,0.00046431692142096025,0.00019206412815623176,0.000328190524788596
2019-02-24,"[0.1125206493533646, 0.15268212932032652, 0.15371594428541172, 0.09246179076940844, 0.3715359915691466, 0.06043785394678765, 0.05664564075555457]",0.0009658163056000466,0.0015328699058764148,-0.0005670536002763682,0.0002701104052629475,0.00010953226996485622,0.00018982133761390185
2019-02-25,"[0.12322186204588903, 0.14206515647902052, 0.15966388619273209, 0.08426147940450841, 0.3704226610411889, 0.04635855316513183, 0.0740064016715292]",0.0012523454758717797,0.00047440595798355756,0.0007779395178882222,9.361296414818968e-05,0.00011991867349235988,0.00010676581882027478
2019-02-26,"[0.1178370185449358, 0.1473272674374953, 0.18340950897214509, 0.08307192732187102, 0.3526073654178242, 0.047234261205796234, 0.06851265109993243]",0.0010207915305186011,0.0005527507315672683,0.0004680407989513328,0.0004465169037570452,0.00030806391055669224,0.00037729040715686873
2019-02-27,"[0.1224030778921789, 0.15310702533615145, 0.17116708839931796, 0.08526178518574717, 0.35233193274542407, 0.04446585791641541, 0.07126323252476506]",0.0007020057091572093,0.0006968624231620344,5.143285995174904e-06,0.0006150246488204156,0.0004970092027171483,0.0005560169257687819
2019-02-28,"[0.11992061761776492, 0.16172746468053467, 0.16225736688514764, 0.08313174765778146, 0.35368767670918017, 0.04778246200496074, 0.07149266444463068]",0.0003750241630330521,0.0011351545740731306,-0.0007601304110400784,0.00015271241614431443,0.0004804572195934523,0.00031658481786888337
2019-03-01,"[0.1415936277085576, 0.15789828355129423, 0.1677170780827641, 0.08539329793110381, 0.3373008624589598, 0.04625623666041593, 0.0638406136069045]",0.0007400319840166972,0.0005725625597725938,0.00016746942424410334,0.00015703070126029273,0.00017923615332703565,0.0001681334272936642
2019-03-02,"[0.13790495994589955, 0.14729100157837532, 0.17752761835229805, 0.0918858267773025, 0.35056536968028124, 0.04551763126043074, 0.049307592405412624]",0.0013105003196444368,0.0012705114005400024,3.99889191044344e-05,0.0004253101143161813,0.0003299570129873975,0.00037763356365178935
2019-03-03,"[0.1378348076837115, 0.16235655866297735, 0.16486035278875985, 0.0814847958172407, 0.342249134813527, 0.05441483847075738, 0.056799511763026264]",0.0006813676390820443,0.0010852175525463041,-0.0004038499134642598,0.00024775288610772334,0.0005090261340766193,0.0003783895100921713
2019-03-04,"[0.12516973928308806, 0.14840818936571307, 0.17257538563207747, 0.08424969560917286, 0.34452167812459594, 0.05437863085390609, 0.07069668113144635]",0.0009286695193627465,0.00045296502111882175,0.00047570449824392477,0.00035397230495756135,0.0001667191735359576,0.00026034573924675944
2019-03-05,"[0.11303629072096409, 0.14825838880961972, 0.1827775687395016, 0.08557274284579894, 0.3589017846142075, 0.042368966247323385, 0.0690842580225847]",0.0013542041054868238,0.0003951101066461948,0.000959093998840629,0.00048427295139496064,7.541387706092536e-05,0.000279843414227943
2019-03-06,"[0.12058273942941211, 0.1497155030183766, 0.17858363293099952, 0.0867924820471782, 0.35259005845042146, 0.05069108775297311, 0.06104449637063896]",0.00046572062966823577,0.000399950043141554,6.577058652668176e-05,0.00017507873080513614,3.302444236999358e-05,0.00010405158658756487
2019-03-07,"[0.1176578523571437, 0.16084073150312975, 0.17375938848680794, 0.0841451566675937, 0.3467849494592398, 0.04546305087074137, 0.07134887065534368]",0.0003683109016297311,0.0009404597459074349,-0.0005721488442777038,5.04012222947084e-05,0.0004585864189300514,0.00025449382061237986
2019-03-08,"[0.12229359251580162, 0.15929311195146786, 0.1659512476306293, 0.08808011529804513, 0.3583306900412244, 0.0434032524509969, 0.06264799011183471]",0.00037655649667678017,0.0007739682089786915,-0.0003974117123019114,8.002036062511431e-05,0.00010178650076704102,9.090343069607766e-05
2019-03-09,"[0.11586328994283175, 0.13707716596896244, 0.1730816190499702, 0.09626954541660641, 0.36968730860157034, 0.04982518012759699, 0.05819589089246186]",0.0008203881428966341,0.0005143284712867178,0.00030605967160991635,0.0003366604152659406,0.0002974497484108775,0.00031705508183840905
2019-03-10,"[0.10900144751204849, 0.1414102241101534, 0.1694094027560304, 0.09846198948598524, 0.36998580204500037, 0.05242934892209949, 0.059301785168682515]",0.0007590667516591268,0.0008167980563946758,-5.773130473554896e-05,0.0004890835026694026,0.0001239681429047478,0.0003065258227870752
2019-03-11,"[0.11739624465194443, 0.14311892286345287, 0.17880643854143458, 0.08011053963832322, 0.3618765425818369, 0.0473255775198354, 0.0713657342031726]",0.0008094208113748648,0.0005545234623533718,0.00025489734902149304,0.0001382788973999663,6.60478088466113e-05,0.0001021633531232888
2019-03-12,"[0.10354871464486659, 0.1447635452454779, 0.18963235707500123, 0.08693481988761914, 0.3685691557792698, 0.04455132467715675, 0.062000082690608437]",0.0006305917112946311,0.0003249138062556048,0.0003056779050390263,4.731566861810822e-05,5.840596772737744e-05,5.286081817274283e-05
2019-03-13,"[0.11160805009374364, 0.15876140599168667, 0.1811090890630365, 0.0903967614850479, 0.3524889146898089, 0.04333900936351214, 0.06229676931316418]",0.0006021582230299887,0.00042177329770375836,0.0001803849253262303,0.00015852805928056628,0.0002233305850556269,0.0001909293221680966
2019-03-14,"[0.11072779635765745, 0.15501581143669246, 0.18104271166119487, 0.08561594300139966, 0.3637219464071348, 0.040722237831907364, 0.06315355330401351]",0.0002771162912813834,0.0005097173842377921,-0.00023260109295640872,0.00014658388836415024,0.00013406627272243647,0.00014032508054329334
2019-03-15,"[0.10624671139676335, 0.14327160944624354, 0.17983984616823104, 0.08471289156913661, 0.37277956259514416, 0.04088933151137329, 0.07226004731310803]",0.0004231708994401759,0.0007675721658109142,-0.0003444012663707383,0.00014149568811763262,0.0002705785196898623,0.00020603710390374748
2019-03-16,"[0.1260884841122286, 0.1437611682176397, 0.17364409470032527, 0.0896558125246671, 0.3549450023676313, 0.04882033230619612, 0.06308510577131186]",0.0006952974112800575,0.00048244174896923934,0.0002128556623108182,0.00016839173269620635,0.00021397934795340515,0.00019118554032480575
2019-03-17,"[0.11854778996337062, 0.15134228489941356, 0.170468930820567, 0.08624543211506218, 0.35955654811306836, 0.053026322532633216, 0.060812691555885146]",0.000586956171662436,0.0007726818503959787,-0.00018572567873354265,0.0003254940096804968,3.558628941409089e-05,0.00018054014954729385
2019-03-18,"[0.10675139358784948, 0.1426715902173771, 0.1911134582335362, 0.09170225336080547, 0.35303370004497253, 0.04598649417396221, 0.06874111038149706]",0.0006347985129957348,0.00043492444580774304,0.00019987406718799172,0.00018172076666927227,0.0002323107539177515,0.0002070157602935119
2019-03-19,"[0.1096249688507296, 0.1384374272324331, 0.1871454634732393, 0.09103416224699533, 0.36476230346640326, 0.043739641679660865, 0.06525603305053854]",0.0004682759733751168,0.000343088516679438,0.0001251874566956788,0.0002556749309654194,8.92525483590451e-05,0.00017246373966223224
2019-03-20,"[0.11484207366200913, 0.15196835509855364, 0.1809471726622787, 0.0940869849424108, 0.3582925374576704, 0.038349073067967525, 0.06151380310910979]",0.0005455832803698346,0.0006796968733989048,-0.00013411359302907013,0.0001713938280854707,0.0004427976707089476,0.0003070957493972092
2019-03-21,"[0.1114878350972905, 0.151477423133374, 0.19029827484743156, 0.08596580678905943, 0.36604730476314623, 0.03826173057726131, 0.056461624792436944]",0.00045290973005379214,0.0005156093322016246,-6.269960214783245e-05,0.0001789595735080081,0.00026218577035225,0.00022057267193012904
2019-03-22,"[0.11594722015513881, 0.14076590209616463, 0.18329166012033873, 0.08088403235936154, 0.37151326336780455, 0.04351194963651134, 0.06408597226468032]",0.00038338156236431285,0.00020298385478848002,0.00018039770757583283,0.00011902695832255088,0.00016039105614475808,0.00013970900723365447
2019-03-23,"[0.11492699049397256, 0.12497089589817527, 0.19343013254828903, 0.08235070307734056, 0.38210088698851885, 0.04431782684618319, 0.05790256414752061]",0.0008623015942912276,0.0008231897844410806,3.9111809850147e-05,0.0003512713756454963,0.0004539662241878255,0.0004026187999166609
2019-03-24,"[0.11769985237302241, 0.1402649267039754, 0.18489289987794683, 0.08806636670849145, 0.36661563657077756, 0.042924510953562506, 0.059535806812223785]",0.00027067121221922304,0.0005492459474704059,-0.0002785747352511829,0.00011592821101837112,0.0003383502070382917,0.0002271392090283314
2019-03-25,"[0.11621020663665828, 0.1425601639969351, 0.18330424799114686, 0.08343027243631643, 0.36832347426663453, 0.040365524338106834, 0.06580611033420192]",0.00026240234848615656,0.0008045472105707529,-0.0005421448620845962,0.0002390130726978379,0.00026794024062670946,0.0002534766566622737
2019-03-26,"[0.10769245031747617, 0.15251399883994882, 0.18137539298692926, 0.07827449461918637, 0.36293609089477663, 0.05808384003826689, 0.05912373230341599]",0.001178022078825767,0.000784052508005681,0.00039396957082008606,0.00020536891110945198,0.00021754700314930087,0.00021145795712937643
2019-03-27,"[0.1104214990507134, 0.14914945837790597, 0.17032578695463513, 0.0935331416435124, 0.3614669920114671, 0.045514522075851806, 0.06958859988591412]",0.0006792904777231011,0.001048429132908842,-0.0003691386551857408,0.0002572095728863098,0.0008139262574593588,0.0005355679151728342
2019-03-28,"[0.11519381228356232, 0.1512673683862152, 0.16175042583020616, 0.08342522222702548, 0.3732538058094326, 0.05274965867354427, 0.06235970679001392]",0.0006210981726892322,0.0009443618129189556,-0.00032326364022972336,0.00015959267612137952,0.00043026769993018815,0.00029493018802578385
2019-03-29,"[0.12397104258934151, 0.15192963653126465, 0.17020238376192234, 0.0887632258373695, 0.35762292121612127, 0.04773370330838455, 0.059777086755596245]",0.000526092494342972,0.0007327284001965969,-0.0002066359058536249,0.0002010370726091782,0.000213270700227661,0.0002071538864184196
2019-03-30,"[0.12836813709458375, 0.1472271496760057, 0.16890568711505693, 0.08762883375009162, 0.3759486603269122, 0.04969797803094368, 0.04222355400640599]",0.0014599144733183883,0.0015976196033772984,-0.00013770513005891016,0.0005398410452008617,0.0004877430648615143,0.000513792055031188
2019-03-31,"[0.11415206953254578, 0.14259783340642737, 0.19413094864647834, 0.08399970045141532, 0.368873157693608, 0.04537203790204507, 0.050874252367480034]",0.00101038636606917,0.0007474619957468163,0.0002629243703223537,0.00016892949106841847,0.00017618798793292203,0.00017255873950067024
2019-04-01,"[0.12799111612528044, 0.13957256822397185, 0.1850666142323706, 0.08840693710769199, 0.3438578317633749, 0.05125693580911638, 0.06384799673819376]",0.0010368382590903102,0.0008883586561945197,0.00014847960289579045,0.0005230502224692636,0.00017295612762500222,0.00034800317504713287
2019-04-02,"[0.10661602165858057, 0.13744619650550632, 0.1813170124306615, 0.08690011395678607, 0.37910330169074385, 0.04279143531220628, 0.06582591844551534]",0.0013356270555947407,0.0003196343948979322,0.0010159926606968085,0.0005841120810940069,0.0002041315771782645,0.00039412182913613566
2019-04-03,"[0.11552249951490264, 0.1390151498214717, 0.17641955079560603, 0.08715442426726734, 0.37660732184640494, 0.04350830957594897, 0.06177274417839852]",0.00047700393548365244,0.0003558627331420021,0.00012114120234165034,0.0002519064635826242,0.0001210899858757263,0.00018649822472917527
2019-04-04,"[0.11262885862065461, 0.1430356237192472, 0.1864729323150532, 0.079283376902287, 0.3709243233914262, 0.0439220720444179, 0.06373281300691384]",0.0003977682870488117,0.0009590890023180396,-0.0005613207152692279,0.00026974178941272805,0.0006080548202406381,0.00043889830482668306
2019-04-05,"[0.12225196028027682, 0.1458192590001112, 0.17520660968049534, 0.07810096836312427, 0.3641887224611107, 0.04723390123918647, 0.0671985789756952]",0.0004101197001761584,0.0004778515230841153,-6.773182290795691e-05,0.00014398413352699588,0.00038319890868880314,0.00026359152110789954
2019-04-06,"[0.13164275836871742, 0.13667258072472416, 0.1637894855528397, 0.0847641721917846, 0.369029633713275, 0.04695545266937597, 0.06714591677928312]",0.000567914774372273,0.0009761249642624604,-0.00040821018989018745,0.00022347059378072053,0.000668085517991781,0.0004457780558862508
2019-04-07,"[0.14226590733195207, 0.1503731729182382, 0.16245189826326445, 0.08598803944893828, 0.3556020050906599, 0.0492271617536848, 0.05409181519326225]",0.0011483784007725638,0.0018210038601410683,-0.0006726254593685044,0.00043974280872393777,0.0010034853083839416,0.0007216140585539397
2019-04-08,"[0.12026895049914821, 0.14963228474299906, 0.17016656649832504, 0.08409668001226844, 0.36064335211065296, 0.046786933163248313, 0.0684052329733579]",0.0004620874909586086,0.0007134459894951858,-0.00025135849853657723,0.0003617155556972485,0.000620298681479253,0.0004910071185882508
2019-04-09,"[0.11095418113906998, 0.12853813115562113, 0.20527640139996395, 0.08242904264698649, 0.37054020066320564, 0.038921474482718245, 0.06334056851243464]",0.0022360379956967787,0.0010145363349244522,0.0012215016607723264,0.0007128279986391475,0.0004002014620221768,0.0005565147303306622
2019-04-10,"[0.12214747970082865, 0.14577549194251496, 0.18366410822557538, 0.0869700035673573, 0.35810342542987256, 0.038700064762508125, 0.064639426371343]",0.0008167752415926201,0.000609868579057318,0.0002069066625353021,0.00036888742606536163,0.0004733523387022752,0.00042111988238381843
