date,emo_prob,novelty,transience,resonance,nsigma,tsigma,rsigma
2019-01-01,"[0.13496761724789555, 0.13780312661054797, 0.2965662686823569, 0.10578663459886617, 0.05327271946400961, 0.20204105823741622, 0.030828981274695064, 0.038499055145164066]",0.0,0.0073153731303970725,0.0,0.0,0.0014264732424972637,0.0
2019-01-02,"[0.07931882676831849, 0.09860511082874486, 0.3148288154736693, 0.11326440067767894, 0.059966221939855985, 0.21784240434843993, 0.0432277283636877, 0.07271562191161936]",0.0,0.0035598118597898053,0.0,0.0,0.001620883308177763,0.0
2019-01-03,"[0.08118251992031872, 0.09764456459874785, 0.3003073064883323, 0.11804994308480364, 0.05806893853158793, 0.25131356715993164, 0.041493917188389295, 0.051694614399544675]",0.0,0.0015284137942804768,0.0,0.0,0.0005432098287773029,0.0
2019-01-04,"[0.08209086266766527, 0.11428671614352827, 0.29934996936065905, 0.11580966160550145, 0.061885102471573486, 0.25000657043644037, 0.03584261591883978, 0.04049046776060461]",0.003246051215110154,0.0008231395152891705,0.0024229116998209835,0.0019058173173399915,0.0001707678473087589,0.0010382925823243753
2019-01-05,"[0.0863658719448193, 0.12437175738491527, 0.2604325985904934, 0.12422563352826509, 0.06267727545359124, 0.2648573999100315, 0.03360799970010496, 0.04326270805218173]",0.002915983175339032,0.0016461281243710924,0.0012698550509679396,0.0019428380801991619,0.0010786774939629158,0.001510757787081039
2019-01-06,"[0.0918151444057924, 0.12042023299085833, 0.2725036000323598, 0.11664824852358223, 0.062468853652617104, 0.26033290186878083, 0.03228217781732869, 0.043329949033249736]",0.0008231980847296254,0.0018100429871398113,-0.0009868449024101858,0.0006097297129116862,0.00035744768462656306,0.00048358869876912467
2019-01-07,"[0.08138296306678813, 0.10657912257341089, 0.323322517345294, 0.11826802859345434, 0.05681021795500736, 0.2343449085429953, 0.030017870908963483, 0.04904124325460788]",0.0018626263440626022,0.00021298487627493645,0.0016496414677876657,0.0008098598517012205,9.095965226551587e-05,0.0004504097519833682
2019-01-08,"[0.07951321483494866, 0.11623153678337682, 0.31373162619362677, 0.11606652122599334, 0.05870451700582954, 0.23834126104216585, 0.029651407317334854, 0.04753081077214692]",0.0011433592419423533,0.0002989660209172793,0.000844393221025074,0.0007318471489302729,0.0001480582988515216,0.0004399527238908973
2019-01-09,"[0.07609115982000289, 0.11418072289156625, 0.32596236754245905, 0.11609660328059222, 0.05525424589925968, 0.2340686964726375, 0.030160219190013066, 0.04793899695166207]",0.0007958962355165755,0.0008213094487977277,-2.5413213281152243e-05,0.0009519838703344015,0.0008173860358976073,0.0008846849531160045
2019-01-10,"[0.07865499782047412, 0.11056630788317741, 0.3367190758810314, 0.11331281225899471, 0.05110786976494651, 0.23511226234785232, 0.031943567045568846, 0.04232602353887939]",0.0003462894589871725,0.0018788049580030766,-0.001532515499015904,0.00010765898989591169,0.0011704329638685914,0.0006390459768822515
2019-01-11,"[0.08454773526299621, 0.11572782196129294, 0.321796736867256, 0.12174963306823224, 0.052289824896747106, 0.2313195890364201, 0.030070519165784886, 0.042250162132641565]",0.0002775805995329995,0.0013916593457839784,-0.0011140787462509789,1.2971295341819667e-05,0.0007579883186956581,0.0003854798070187389
2019-01-12,"[0.08924124885854677, 0.11394951515415051, 0.27587267904509283, 0.11994094881941121, 0.058352480758359776, 0.2662435969909119, 0.033437622298560676, 0.0427409662129843]",0.0019980075835528363,0.0013609689750050428,0.0006370386085477935,0.0002819306653934708,0.0006968845151835173,0.000489407590288494
2019-01-13,"[0.08941024217315165, 0.12227198564899841, 0.2703121342843719, 0.11696689873147396, 0.06820001708452568, 0.25406329816768464, 0.03606615982573783, 0.042533507026011184]",0.0018511131480792775,0.00325906727133167,-0.0014079541232523923,0.001094730738616659,0.001245665125348942,0.0011701979319828004
2019-01-14,"[0.08724072083691603, 0.10645618372026368, 0.32942397535110346, 0.1118632846087704, 0.05963875752364574, 0.231652335912869, 0.030403518200057315, 0.043094618801948974]",0.0015389745148114877,0.0009734477209544378,0.00056552679385705,0.0008457407690217405,0.0007490375777456244,0.0007973891733836824
2019-01-15,"[0.07964218600191753, 0.10566471716203257, 0.3252988814317674, 0.11473298178331734, 0.05372579098753595, 0.2424700223713646, 0.029759028443592205, 0.04848242249920102]",0.0015069687980374408,0.00058109298917498,0.0009258758088624609,0.00088976563848147,0.0003076897204654918,0.0005987276794734809
2019-01-16,"[0.066707529462445, 0.10055774023816114, 0.33180384011815744, 0.11777950090772021, 0.05073359180282469, 0.24497076833133327, 0.025188713498876886, 0.062036954983230246]",0.0026403246667106237,0.0027875383052863335,-0.00014721363857570988,0.0017445877074845255,0.001777370425436054,0.0017609790664602897
2019-01-17,"[0.0772755071844277, 0.10622243777332059, 0.31920280800973266, 0.12421770295597276, 0.05586012560418242, 0.23940538585473314, 0.027651859402229306, 0.04994647025942852]",0.0005010006488642359,0.0019072994201627617,-0.0014062987712985258,0.0002553578150064991,0.0008283263842789579,0.0005418420996427285
2019-01-18,"[0.08511747029566179, 0.10782633324122684, 0.29891879662890297, 0.11687403288201159, 0.059842601547388775, 0.25963014644929533, 0.030175117435755728, 0.041386743575573356]",0.001330114063761545,0.0006629750977000014,0.0006671389660615435,0.0008262345705369751,0.000292944225445877,0.000559589397991426
2019-01-19,"[0.10142590142948582, 0.11808175805419241, 0.28026682312780027, 0.1217706848730531, 0.05943883080861958, 0.24818967356518024, 0.03239347130360571, 0.0382003413697461]",0.0026760036410750816,0.0016312275430735918,0.0010447760980014898,0.0018036923237053626,0.0010135398783538265,0.0014086161010295945
2019-01-20,"[0.09358774373259053, 0.110321319905721, 0.27116940218555813, 0.11529565031069207, 0.06254137561602742, 0.26292851939147205, 0.04205142489822155, 0.04190962074137561]",0.0014784073913369355,0.0026438738667647413,-0.0011654664754278058,0.0009161375590932301,0.0008800164125167931,0.0008980769858050117
2019-01-21,"[0.08681693220868476, 0.10620101357214759, 0.31310052414176115, 0.11265108125932867, 0.058084140372800165, 0.24581189905932171, 0.03185091464472907, 0.04524252837654899]",0.0009398914388726809,0.0006786926812278211,0.00026119875764485986,0.0004906252979998544,0.0001429813469203258,0.0003168033224600901
2019-01-22,"[0.06976834351071047, 0.10790526961972148, 0.3216744854770443, 0.1195811120803851, 0.06050382863235436, 0.23507999741526928, 0.03171076863429291, 0.053546121288488256]",0.002310434757485591,0.0009539222411888854,0.0013565125162967053,0.0010709120029584462,0.00038286347479896647,0.0007268877388787063
2019-01-23,"[0.08339243679921998, 0.1117616129256912, 0.32615895953757224, 0.11621752907584092, 0.060769830768159346, 0.21886632077442716, 0.02881816282470924, 0.0537993941082248]",0.0015691092999965918,0.0010640401775250613,0.0005050691224715304,0.0013160703135674245,0.0005705674803389846,0.0009433188969532046
2019-01-24,"[0.0852051133062173, 0.10619315035717945, 0.33746101787606386, 0.11523115835526539, 0.05262344054414327, 0.22851515876542364, 0.030223023549919677, 0.04431951327887342]",0.0006313313013424443,0.0026458758978948377,-0.0020145445965523935,0.0001844446469361589,0.002049743096493453,0.001117093871714806
2019-01-25,"[0.0925381135489708, 0.11837619155330079, 0.3180786829094904, 0.11257517691537143, 0.05219459075193071, 0.23277926778039873, 0.030570556112062556, 0.042649497528031786]",0.0008915241341888195,0.0016261225117646964,-0.0007345983775758769,0.00042838571961534516,0.0011463009518100596,0.0007873433357127025
2019-01-26,"[0.10625919184564978, 0.11584018929741535, 0.28406152165999266, 0.11967200582453585, 0.060440480524208216, 0.22973926101201306, 0.03657808518383691, 0.0471948489261012]",0.0017151864680738625,0.001394414646132865,0.00032077182194099755,0.00043477692116812436,0.0006708935693431273,0.0005528352452556258
2019-01-27,"[0.10353020134228186, 0.13942841725405547, 0.25919243870358505, 0.1160756804155003, 0.05919739637786247, 0.23616333344575227, 0.04765562712893325, 0.038545984958348795]",0.0033452930143921086,0.0033420602193784247,3.2327950136839395e-06,0.0015948336330389233,0.0012551625368672215,0.0014249980849530724
2019-01-28,"[0.09569972800303624, 0.11742586501359983, 0.30134173572015943, 0.10945663862356884, 0.059677904990828, 0.23623119741919157, 0.03907577961920425, 0.04085913087481814]",0.0009004566528865157,0.0011061866433534214,-0.00020572999046690574,0.0005092449712498081,0.0001901914982830311,0.0003497182347664196
2019-01-29,"[0.07642942721681188, 0.10707685161455663, 0.3217595143516145, 0.11351989364428497, 0.05736122501281393, 0.24662375064069708, 0.03322616606868272, 0.04374474628395694]",0.0026046997950949554,0.00028946797609587677,0.0023152318189990787,0.0014687025290108639,5.757744185675807e-05,0.000763139985433811
2019-01-30,"[0.07935697180625179, 0.11042303394105811, 0.3139138861394042, 0.12137472460806538, 0.05619575976244452, 0.23704185957406043, 0.03386385261342954, 0.047596187617740024]",0.0016463615914525595,0.0005959910738907731,0.0010503705175617865,0.001568179497223052,0.0005752963092752829,0.0010717379032491674
2019-01-31,"[0.07712479079190768, 0.11193783950436031, 0.326152215403588, 0.12269891652230083, 0.05597163578706286, 0.22990762545144902, 0.030339636491763803, 0.0456297090172358]",0.0006117031732259468,0.0018878381836737606,-0.001276135010447814,0.0005332165956077491,0.001198251692902786,0.0008657341442552675
2019-02-01,"[0.08489921812880996, 0.11260787172011659, 0.30861310628147365, 0.12060270341902991, 0.05433925258415054, 0.24541859925788498, 0.029621521335807047, 0.043630267691492176]",0.0003096562839775494,0.0010018119559660605,-0.0006921556719885111,6.258870290729463e-05,0.0006003807461247879,0.0003314847245160413
