,change_point,resonance,novelty,transience,happiness,trust,expectation,surprised,anger,contempt,grief,fear,date,epidemiological,other,policy,danish,international,new_cases,new_cases_MA7,n_all_tweets,n_keyword_tweets,proportion_keyword_tweets
218,0,8.541776576121698e-05,0.0004260141794924431,0.00034059641373122607,9830974905796520.0,1.2315489457227608e+16,2799056762607231.0,1.1380910767257276e+16,7473250220476227.0,2.3115545578449444e+16,3.9004609957508216e+16,3.970255752425238e+16,2019-08-07,0,0,0,0,0,,,24946,115,0.0046099575082177505
219,0,-0.0004253999739305619,0.0001906431395896309,0.0006160431135201927,8983293818506681.0,117269525478473.0,2.8041105727931824e+16,1.1384486135449952e+16,70656117925987.0,2.4413902346837096e+16,4257502662955709.0,4.104882658145208e+16,2019-08-08,0,0,0,0,0,,,29103,160,0.0054977150121980544
220,0,-0.00015390981798431392,0.0003007460019701167,0.00045465581995443057,1.0047512057405012e+16,1.2282433439203228e+16,2814415951064581.0,1.16969140885386e+16,711496686664314.0,2.273389013057287e+16,4.295055483668587e+16,3.6621456299258904e+16,2019-08-09,0,0,0,0,0,,,25503,115,0.004509273418813473
221,0,9.832630821832729e-05,0.0006802539358514281,0.0005819276276331005,1.0405763783987912e+16,1.1614822507552868e+16,2557946563444109.0,1.1884502454682776e+16,8080258685800604.0,2.3826661631419936e+16,4544731873111782.0,4041866503021147.0,2019-08-10,0,0,0,0,0,,,21184,75,0.0035404078549848947
222,0,-3.164251260825252e-05,0.00046664796734350304,0.0004982904799517555,1.0333269057192088e+16,1.2807151062607696e+16,2576894231558218.0,1152555592024288.0,7178169360794288.0,2.4100557971609092e+16,4499487158447526.0,3.766492984327562e+16,2019-08-11,0,0,0,0,0,,,24374,121,0.004964306227947813
223,0,0.0002612200323047628,0.0006438626425776901,0.0003826426102729273,1.0072821020500762e+16,1218324464793961.0,2859481499814379.0,1.0551383904632264e+16,6901220971001938.0,2.322748009734769e+16,4.196308212679949e+16,4.250146434022192e+16,2019-08-12,0,0,0,0,0,,,24243,142,0.005857360887678918
224,0,2.292193709177914e-05,0.00037489398801002606,0.00035197205091824687,962854823833241.0,1.1732385168788044e+16,2785072495849474.0,1.1368201438848918e+16,7286109573879357.0,2358388120273012.0,4593584209555432.0,3935104224312857.0,2019-08-13,0,0,0,0,0,,,27105,174,0.006419479800774765
225,0,-0.00011917396080930909,0.0003229513085142598,0.00044212526932356884,9097083153644098.0,1.2477084721841064e+16,2766213196377465.0,1139394675971302.0,7070027835496137.0,2.428270670796252e+16,420142705923864.0,3792523620966793.0,2019-08-14,0,0,0,0,0,,,25507,121,0.004743795820755087
226,0,-0.0006519557610326469,0.00033147843169562165,0.0009834341927282683,8499665297428874.0,1.1690993458086108e+16,2.8763890156701656e+16,1135253308991328.0,7079324509356458.0,2430545793397231.0,4.2235432831279464e+16,4060512703483949.0,2019-08-15,0,0,0,0,0,,,26292,148,0.005629088696181348
227,0,-0.00020363089781390395,0.0005490514380162122,0.0007526823358301162,9642730627306272.0,1.1213517187803456e+16,2781914934938823.0,1.1828467663624e+16,7048370557389784.0,2538406292483977.0,3797828704602835.0,3.2426257525733144e+16,2019-08-16,0,0,0,0,0,,,25745,150,0.005826374053214217
228,0,-2.989088273725685e-06,0.0009691856343732832,0.0009721747226470088,1.0232511285340936e+16,1.2424670943216916e+16,2.5484129246851984e+16,115311950582086.0,7912330719885959.0,2.4473984319315748e+16,4677581373247802.0,3240427655024946.0,2019-08-17,0,0,0,0,0,,,21045,108,0.005131860299358517
229,0,-0.0006849971093105088,0.0006039143826094254,0.001288911491919934,1.0085273608866312e+16,1.2926529669822212e+16,2595364580928192.0,1.1426848302932344e+16,744004156084045.0,2.4358993304086816e+16,4263472639113368.0,3523601939505887.0,2019-08-18,0,0,0,0,0,,,21655,118,0.005449087970445625
230,0,0.0001114922208337876,0.0009599059663889208,0.000848413745555133,8422389240506328.0,1245459651898734.0,2862434731012658.0,1.176665743670886e+16,6901530854430381.0,2.3776139240506324e+16,4158757911392404.0,3.873291139240506e+16,2019-08-19,0,0,0,0,0,,,25280,117,0.004628164556962026
231,0,0.00046786391149107674,0.0009293284319946496,0.00046146452050357294,8502537392079768.0,1.1688160188075068e+16,2794268574439625.0,1.135064650804588e+16,7271967086863118.0,2540044992095982.0,3665031818734546.0,4.155830732438896e+16,2019-08-20,0,0,0,0,0,,,24671,158,0.006404280329131369
232,0,-0.0003674254175812148,0.0015397470595770707,0.001907172477158285,8065072324649962.0,1.0841885405977954e+16,2.666310284333521e+16,1.0713044917414186e+16,725598623018106.0,2.8679510774221304e+16,3.973853894276918e+16,3.784830028797458e+16,2019-08-21,0,0,0,0,0,,,30211,106,0.0035086557876270233
233,0,-0.0005588452433183147,0.0005545614908384415,0.0011134067341567562,8509357424913246.0,1.2235590921782138e+16,2.8721451078935816e+16,1.1092138327150892e+16,6634729368593195.0,2563929639822902.0,3.5025208408120936e+16,3641713533564676.0,2019-08-22,0,0,0,0,0,,,25071,172,0.006860516134178932
234,0,-7.534600386811635e-05,0.0007223040679829152,0.0007976500718510316,9154793037394852.0,1.2051978012825852e+16,2.928645789955859e+16,1.0728358457566416e+16,6968510035812442.0,2.427731739818439e+16,380250687099192.0,3705867410677104.0,2019-08-23,0,0,0,0,0,,,24014,154,0.006412925793287249
235,0,0.0007681234590232236,0.0018253431626687575,0.001057219703645534,1.127286157852564e+16,1.2439172676282048e+16,2.718481570512821e+16,1.1140274439102564e+16,664512720352564.0,2.3312640224358972e+16,3.982857572115384e+16,4000325520833333.0,2019-08-24,0,0,0,0,0,,,19968,101,0.005058092948717949
236,0,6.56098145303775e-05,0.0011706441146045884,0.0011050343000742107,1.0041632201793538e+16,1.2884177552106792e+16,2.5971315670938944e+16,1.2013218131935628e+16,6998403013799598.0,2.3536014086237252e+16,4.898738790385323e+16,3634437574218909.0,2019-08-25,0,0,0,0,0,,,24421,126,0.005159493878219565
237,0,0.00037537444815101314,0.0006116469933283484,0.00023627254517733531,9116267095073322.0,1.1963869665513264e+16,2870407398253419.0,1.1375885648376996e+16,7078851540616245.0,2.3233621683967704e+16,4.323072170044487e+16,4180964738836711.0,2019-08-26,0,0,0,0,0,,,24276,127,0.005231504366452464
238,0,0.0006237967197810477,0.001241280076043715,0.0006174833562626673,8145398796519872.0,1.124237476524472e+16,288759265647158.0,1.1693879115403778e+16,6942144800889195.0,2.4795289563451e+16,3992901766892799.0,4288229657736384.0,2019-08-27,0,0,0,0,0,,,26091,145,0.00555747192518493
239,0,-0.0006794350994891742,0.00048580602882975995,0.0011652411283189345,9212368264068404.0,1178489958242195.0,2787968979916484.0,1.0808614038576256e+16,7178445018890435.0,2455902167428912.0,4170427520381785.0,4383829787234042.0,2019-08-28,0,0,0,0,0,,,25145,156,0.006204016703121893
240,0,-0.0011943832976014682,0.0003957627324793832,0.0015901460300808516,889095846761053.0,124111634138393.0,2.976946083933809e+16,1.0913078900677116e+16,7147372994894446.0,228791215555636.0,4108125429988775.0,3.858453126697323e+16,2019-08-29,0,0,0,0,0,,,27617,216,0.007821269507911793
241,0,-0.0013007460454256125,0.0004890264818161204,0.0017897725272417325,9491424692661586.0,1.2275394071951124e+16,2946273851723357.0,1.0559129647786408e+16,748752168338487.0,2.256347386680745e+16,424497699675692.0,389234859340825.0,2019-08-30,0,0,0,0,0,,,26518,171,0.00644845010935968
242,0,0.0003423613365206974,0.003137713190896075,0.002795351854375377,8747545177664975.0,1.4936418274111674e+16,2.357992284263959e+16,1.0249116751269034e+16,7496004060913704.0,2.643050964467005e+16,5.0895675126903544e+16,3447435532994923.0,2019-08-31,0,0,0,0,0,,,24625,98,0.003979695431472081
243,0,-0.000380508721132668,0.001082759250425867,0.0014632679715585349,9440408370026888.0,1.3173268908545374e+16,2599057787476133.0,1.055800179246386e+16,7192623621556325.0,25656248295211.0,4.502205509878034e+16,3.4632155242956784e+16,2019-09-01,0,0,0,0,0,,,25663,123,0.004792892491135097
244,0,0.0012385326573757078,0.0020448265387823412,0.0008062938814066339,7731001256807707.0,1.209649998095746e+16,3000826446280992.0,1.1481045054652092e+16,6785565753894199.0,2.3924248771756104e+16,4.096279087481432e+16,3853898008150207.0,2019-09-02,0,0,0,0,0,,,26257,136,0.005179571161975854
245,0,0.0009238111558870904,0.0021689384101797613,0.0012451272542926713,7264201831567606.0,1.1277116178847188e+16,290033075956186.0,1.1330177769797092e+16,6999942539055483.0,2.6975629376907884e+16,3596753456634943.0,3529226072903573.0,2019-09-03,0,0,0,0,0,,,27846,144,0.005171299288946348
246,0,0.00012348612763588658,0.0009207014639942293,0.0007972153363583428,9510735963581184.0,1.1489175518462316e+16,2.8717606643061876e+16,1.0912122744899676e+16,7336848760748609.0,2.4233379699881976e+16,4022968302141291.0,3754809475636486.0,2019-09-04,0,0,0,0,0,,,23724,114,0.004805260495700557
247,0,-0.0004342594126899569,0.0010203296945027658,0.0014545891071927224,1.0114802938215444e+16,1.1830802789067452e+16,283680226704948.0,1.0655658301950108e+16,6996446549088332.0,2.3865434952831944e+16,4199056638949998.0,3946731794623214.0,2019-09-05,0,0,0,0,0,,,26819,153,0.005704910697639733
248,0,-0.0008793955400780269,0.0004906681439956566,0.0013700636840736837,863804474870596.0,1.2122295040908332e+16,2.8469130906662216e+16,1.0846806645516778e+16,7196848388712639.0,2.541352896977793e+16,3505869093337786.0,3782505426615461.0,2019-09-06,0,0,0,0,0,,,23956,139,0.005802304224411421
249,0,0.00014718041501621498,0.002036358565764946,0.0018891781507487308,1.0239766226080094e+16,1.1007111856381928e+16,2.3747652396922464e+16,1.1303846912606036e+16,824705563227461.0,2755712665219964.0,4074649832314065.0,3.8009321365160776e+16,2019-09-07,0,0,0,0,0,,,20276,109,0.0053758137699743535
250,0,-0.0009747611308202547,0.0012682361252643276,0.002242997256084582,1.0746613130075766e+16,1.1124699423801096e+16,2.4475881312100172e+16,1.1708856222494442e+16,7591679143414544.0,2.7063572433192684e+16,4009287237421169.0,3.2555419445578696e+16,2019-09-08,0,0,0,0,0,,,22041,91,0.0041286692981262205
251,0,0.001033631785985859,0.0012919683354390395,0.00025833654945318083,8570698062645521.0,1.1662298466810172e+16,281632869129728.0,1.1139840969995168e+16,6996283442428501.0,2526565039757501.0,4064301717699775.0,4114303914246804.0,2019-09-09,0,0,0,0,0,,,22763,135,0.0059306769757940525
252,0,0.0019426775983405367,0.0023225888859204524,0.0003799112875799153,8578066766757926.0,1195732579705025.0,3004158350260531.0,1.1044338956107036e+16,6539384438752979.0,2.4157820365627484e+16,3526565397862757.0,4.132769584032499e+16,2019-09-10,0,0,0,0,0,,,22646,118,0.005210633224410492
253,0,0.00028127813765509515,0.0008680727850556418,0.0005867946474005468,9131850156087408.0,1.0646663891779394e+16,2.8440861602497396e+16,1180767117585848.0,6929140478668053.0,2.471833506763787e+16,3962613943808532.0,4341053069719042.0,2019-09-11,0,0,0,0,0,,,24025,135,0.005619146722164412
254,0,-0.0007641786114518097,0.00022813116129134336,0.000992309772743153,8525558406595717.0,1.1716914146300422e+16,2.8785534009170064e+16,1.109821646405586e+16,6764295629495647.0,252792327430278.0,3449943212888571.0,4356547343625121.0,2019-09-12,0,0,0,0,0,,,23773,155,0.0065200016825810786
255,0,-0.0005053957136642316,0.00027017853223150327,0.0007755742458957349,9270625402965828.0,1.12886524822695e+16,2794609499247797.0,1.1117661723619168e+16,7015078444014614.0,2555491081022996.0,3617442510208468.0,4164113475177305.0,2019-09-13,0,0,0,0,0,,,23265,148,0.006361487212551043
256,0,0.0002804889074030963,0.001189766601650723,0.0009092776942476267,1.0304619942597908e+16,1.2363137672437736e+16,2.7497296546616056e+16,1175250902694195.0,7757448384408851.0,2.345817979816683e+16,365943431163781.0,3184353300620312.0,2019-09-14,0,0,0,0,0,,,21602,103,0.0047680770299046394
257,0,-0.0005215593935264886,0.0009587289697899211,0.0014802883633164095,9661613779873712.0,1.2562716809207896e+16,2567286387978579.0,1.1514215490368472e+16,7950891215730156.0,2.4525417632483416e+16,4404380145471985.0,3686783630405243.0,2019-09-15,0,0,0,0,0,,,25022,119,0.004755814882903046
258,0,0.0004028818452136699,0.0008484690719742554,0.00044558722676058557,8978069696078018.0,1.2225356257093612e+16,2.9741035772836184e+16,1.0859935264197736e+16,6875198621211484.0,2375107822943377.0,3.699247551389298e+16,3.846403800075664e+16,2019-09-16,0,0,0,0,0,,,23789,129,0.005422674345285637
259,0,0.0005060141119069488,0.0011781345924424106,0.0006721204805354617,8190041948528021.0,1.2048354181625788e+16,3098527266543214.0,1.1130614867162992e+16,7306005064056535.0,2.2791111447035256e+16,3808676920751294.0,3716964589395714.0,2019-09-17,0,0,0,0,0,,,26461,199,0.007520501870677602
260,0,-3.254680582790478e-05,0.0006279079281584403,0.0006604547339863452,8147541241162606.0,1.2002930086410056e+16,2919827179890024.0,1.0755911233307146e+16,7395219952867242.0,2474441869599371.0,3.667560879811469e+16,4066001571091909.0,2019-09-18,0,0,0,0,0,,,25460,234,0.009190887666928516
261,0,-0.0005031116708831791,0.0008109907972407809,0.0013141024681239599,7830662641838812.0,1.1185045097468722e+16,2.8178073174279896e+16,1.1987241780622634e+16,679442828047716.0,2580368053535059.0,3904320628455047.0,4294715594995636.0,2019-09-19,0,0,0,0,0,,,27496,194,0.007055571719522841
262,0,-0.0002066213013010782,0.0006295092012128968,0.0008361305025139749,9411549620444336.0,1.2453320615237868e+16,2.894203727991733e+16,1.0837625690552838e+16,704565398831525.0,2339294543142164.0,3819728945590398.0,407388418584317.0,2019-09-20,0,0,0,0,0,,,25161,196,0.0077898334724375035
263,0,0.0006503729102386929,0.0011598302476981985,0.0005094573374595054,9726690238425152.0,1.2336346695972096e+16,2563671460652683.0,1131927469062067.0,7741425772851067.0,2.5737655884179844e+16,3925342825744182.0,3.5540255148358736e+16,2019-09-21,0,0,0,0,0,,,20929,125,0.005972573940465383
264,0,-4.9356591407113785e-06,0.0009554259085101506,0.0009603615676508619,9841592063876116.0,1.2342495362529236e+16,2561578756351318.0,1.1138378095007662e+16,7685583514799581.0,2.4777598999919344e+16,4.776449713686587e+16,3.801342850229857e+16,2019-09-22,0,0,0,0,0,,,24798,88,0.0035486732801032345
265,0,0.00024060507193175435,0.0004813024581800147,0.0002406973862482603,8721260280503791.0,1.1884846438078588e+16,2.7367682466526284e+16,1.0982263896062616e+16,7392455004171798.0,2.5632790337319716e+16,4051325042711271.0,3944451507807223.0,2019-09-23,0,0,0,0,0,,,25169,146,0.005800786682029481
266,0,0.0004816644754131839,0.0007817742570985319,0.000300109781685348,7975880696948945.0,1.2173818762839532e+16,2780539450658145.0,1.0929977935022444e+16,7714749296203302.0,2562344974511146.0,3.5471848132085516e+16,420483907783611.0,2019-09-24,0,0,0,0,0,,,26286,182,0.006923837784371909
267,0,0.00017725666310303565,0.0005849938290538454,0.0004077371659508098,8633012749649935.0,1.1761065664382044e+16,284366165524357.0,1.127456702778392e+16,7188838528999925.0,2414736531800427.0,3921066401356032.0,4614573660549782.0,2019-09-25,0,0,0,0,0,,,27138,167,0.006153732773233105
268,0,-0.0004743566698530043,0.00016368197798818365,0.000638038647841188,8907159616068254.0,1.1869047280483468e+16,2813461784571632.0,1.1039313899751152e+16,7485062211162459.0,2.4536665481692144e+16,3.680892285815854e+16,4324916459296124.0,2019-09-26,0,0,0,0,0,,,28130,128,0.004550302168503377
269,0,-0.0005355759555008474,0.00018432893598560525,0.0007199048914864527,8878106796116504.0,1.2314247572815532e+16,2.8520978964401296e+16,1.1262880258899674e+16,7176027508090614.0,2.4176666666666664e+16,3.4984546925566344e+16,4149166666666666.0,2019-09-27,0,0,0,0,0,,,24720,117,0.004733009708737864
270,0,-0.0003461791393404165,0.0008530891663143356,0.001199268305654752,1.0294573941462008e+16,1.2272552506368048e+16,2611882539529966.0,1.1713255154515306e+16,76151247176431.0,2.3975464987744508e+16,4.272730331138558e+16,3715086269044072.0,2019-09-28,0,0,0,0,0,,,20807,89,0.004277406641995482
271,0,-0.000554459015905589,0.0008700990560570934,0.0014245580719626824,1.0084035849868888e+16,1.3319153849164414e+16,2747537474071465.0,1.1400328754256192e+16,6564482799107665.0,2.2527087002465656e+16,4614919181245352.0,3993143125513678.0,2019-09-29,0,0,0,0,0,,,25551,92,0.003600641853547806
272,0,0.0005224321327393745,0.0009418078653694972,0.0004193757326301229,8609980538162125.0,1235064731765104.0,3.0128063124048064e+16,1168223049585378.0,6603562362497883.0,2.2550731934337452e+16,3.803879675071923e+16,4.246581485869013e+16,2019-09-30,0,0,0,0,0,,,23636,139,0.005880859705533931
273,0,0.0005174510795614404,0.0008906027604553887,0.0003731516808939484,8548477353532229.0,1.2176078219199256e+16,3.0219438862266196e+16,1.1224640593600246e+16,6777287834286597.0,2.3323527593136496e+16,3.6480754366980984e+16,4059970629154429.0,2019-10-01,0,0,0,0,0,,,25876,180,0.0069562528984387076
274,0,-0.00047181614907320567,0.0010420545846246013,0.001513870733697807,8538672597551307.0,1.0907020170879944e+16,316117281775742.0,1.0940953932881176e+16,6648678763322469.0,2.39305249713732e+16,3378349334977539.0,4019532282216154.0,2019-10-02,0,0,0,0,0,,,22706,121,0.005328987932705012
275,0,-0.0006327862923989687,0.0005302096633079234,0.001162995955706892,8526237193300819.0,1.1852489508903252e+16,2909235945710937.0,1128984537446599.0,7558791728101016.0,2447112018449208.0,3653627462099731.0,3532036595969906.0,2019-10-03,0,0,0,0,0,,,26451,146,0.00551964008922158
276,0,6.660441516217032e-05,0.0006789872179835378,0.0006123828028213675,9970385565370282.0,1.2346200862393768e+16,2878191484908109.0,1.0839054715954284e+16,7353769832963536.0,2.2991560262904504e+16,3857324067484405.0,3.835127893833466e+16,2019-10-04,0,0,0,0,0,,,23887,208,0.0087076652572529
277,0,0.0006131772291112523,0.001642236457711066,0.0010290592285998137,1.1042560587515296e+16,1238057282741738.0,2.637118727050183e+16,1156336842105263.0,7479148102815178.0,2.2992680538555692e+16,445788494492044.0,3.690188494492043e+16,2019-10-05,0,0,0,0,0,,,20425,126,0.006168910648714811
278,0,-0.0009079308982185967,0.0008245938012437937,0.0017325246994623904,1.0174275747004398e+16,1.3423229182466254e+16,2602416957379038.0,1.1012183376308204e+16,7368246625208555.0,2.3477324435006824e+16,4758171545578644.0,3.740451994539662e+16,2019-10-06,0,0,0,0,0,,,26372,116,0.004398604580615805
279,0,0.00023809818466294502,0.0009264490187001118,0.0006883508340371666,89662100456621.0,1.1570409168233502e+16,2886141104843764.0,1.0726640701942876e+16,7185056853791745.0,2.352635867132241e+16,4721716357775987.0,4419473542841794.0,2019-10-07,0,0,0,0,0,,,22338,125,0.005595845644193751
280,0,0.0007371844159975749,0.001249626723917735,0.0005124423079201602,8542980842568083.0,1.1679146664273856e+16,2.9094903315536812e+16,1.1389209924177844e+16,7212414195342993.0,240799676970703.0,3.606931670330656e+16,437056395531428.0,2019-10-08,0,0,0,0,0,,,22289,129,0.0057876082372470715
281,0,-0.0006134829079423933,0.0014111008674200626,0.002024583775362456,814688708823649.0,1.1054049431980128e+16,2.7518771122602704e+16,1109660002443096.0,7036784885378068.0,2.6780642534305144e+16,3608225090598151.0,4734459872144631.0,2019-10-09,0,0,0,0,0,,,24559,176,0.007166415570666558
282,0,-0.0014726640716916336,0.0003600417160183404,0.0018327057877099734,8604434206737689.0,1.1268915305828636e+16,2966315659577969.0,1.1036033071449136e+16,6836608942454032.0,2455639833820081.0,3730529389988071.0,4.280687754514417e+16,2019-10-10,0,0,0,0,0,,,24311,175,0.007198387561186294
283,0,-0.0002799057450336986,0.0013521089661181727,0.0016320147111518713,1.0513058786825332e+16,1.1790328475286356e+16,2.9831688728439624e+16,1.0623786602486962e+16,7115519008780138.0,2.217639167446628e+16,3892663903373891.0,4031782323840084.0,2019-10-11,0,0,0,0,0,,,22437,155,0.006908231938316174
284,0,0.0014228226111607555,0.0025941244309775147,0.0011713018198167596,1.1152410508083138e+16,1.2570092378752888e+16,2481195631254811.0,1.1841671478060044e+16,7797613548883754.0,2.3219962471131636e+16,4759800808314087.0,3825322363356428.0,2019-10-12,0,0,0,0,0,,,20784,113,0.005436874518860661
285,0,0.000692807374338402,0.0014204427886615625,0.0007276354143231602,1.0452860047255344e+16,1.2478070223638658e+16,2475443705698115.0,1127416891037969.0,7467904829935709.0,2537588878509808.0,3978729600527501.0,4195615143689213.0,2019-10-13,0,0,0,0,0,,,18199,101,0.005549755481070388
286,0,0.001047879553024242,0.0012932642717525525,0.0002453847187283106,9121709596535216.0,1.1325178937770684e+16,2.7357643036243444e+16,1.1114428994757236e+16,7740601777980397.0,2530893549122407.0,3.5397766127193976e+16,4468976521540916.0,2019-10-14,0,0,0,0,0,,,21935,149,0.006792796899931617
287,0,0.00044230153842748536,0.0006294106368437819,0.00018710909841629643,9512758544652700.0,1116230209481808.0,2684228886438809.0,1.1404635060639468e+16,7586721058434398.0,2475710694597574.0,4211514884233737.0,4500745314222712.0,2019-10-15,0,0,0,0,0,,,22675,151,0.006659316427783903
288,0,-0.00012002602207072373,0.00040714303362278186,0.0005271690556935054,9661041200596568.0,1.0425018642803876e+16,2.686890380313199e+16,1.1160975950782998e+16,7411782252050708.0,2.5849505965697244e+16,3984754847129008.0,4615953579418344.0,2019-10-16,0,0,0,0,0,,,21456,133,0.0061987322893363155
289,0,-0.0006856924958354066,0.00016844674241150678,0.0008541392382469133,9619266133515800.0,1.0569191292819568e+16,2.6381212846940084e+16,1.109366633879314e+16,7846367018774322.0,2.5990031219261856e+16,4.1157208228199976e+16,4.361189753239533e+16,2019-10-17,0,0,0,0,0,,,23383,102,0.004362143437540093
290,0,-0.00038100350584551514,0.00030996704227178305,0.0006909705481172981,1.0136159177285936e+16,1.1351473284149338e+16,2639233623966018.0,1.1434236530292868e+16,7888482003129889.0,2.5019351665548844e+16,3953606080930024.0,3.802293762575453e+16,2019-10-18,0,0,0,0,0,,,22365,139,0.006215068186899173
291,0,-0.0010328994672608497,0.0007546321497321237,0.0017875316169929734,1.1351558383456776e+16,1.1104314758661826e+16,2557673112293085.0,1.1491102052990008e+16,8069945816970721.0,2.4434741760699904e+16,4442953720733707.0,3506730625838843.0,2019-10-19,0,0,0,0,0,,,20117,93,0.004622955709101754
292,0,-0.0013930311839494734,0.0010034355946509036,0.0023964667786003768,1.0468160231261614e+16,1289190171381375.0,2608739624199876.0,1.0943097253768326e+16,7433177782366301.0,2339782779269048.0,5.104695436712781e+16,3.6511955399545736e+16,2019-10-20,0,0,0,0,0,,,24215,100,0.0041296716911005575
293,0,0.0010645284054113882,0.001678931362181776,0.0006144029567703875,8253301635446982.0,1153919744230848.0,2705746608189531.0,1.0917416075747018e+16,7570119276960281.0,2.584165266221257e+16,394857564454646.0,4.848760093454112e+16,2019-10-21,0,0,0,0,0,,,24397,159,0.006517194737057835
294,0,0.0009941961905450556,0.0016858413278368113,0.0006916451372917557,7447051082251081.0,1.2166670129870128e+16,270430683982684.0,1.1673998268398268e+16,7311238095238094.0,2.5887653679653676e+16,4.7203359307359304e+16,3.726680519480518e+16,2019-10-22,0,0,0,0,0,,,28875,165,0.005714285714285714
295,0,0.0003511555687614855,0.001597254317962984,0.0012460987492014985,7152248828542963.0,1122315241855145.0,2.7235247020625024e+16,1222424823820241.0,7591233442792311.0,2708635206434712.0,3.6334501715677224e+16,3830251263697746.0,2019-10-23,0,0,0,0,0,,,27103,150,0.005534442681621961
296,0,-0.001120333744683012,0.0004079694568469109,0.0015283032015299233,7723438810522303.0,1.1596012199771252e+16,2818914982844072.0,1.1303419748379716e+16,7255905451772778.0,2.6086000762485704e+16,3566096073198627.0,4.257014868471216e+16,2019-10-24,0,0,0,0,0,,,26230,147,0.005604269919939001
297,0,0.0001657853888728146,0.0009392381825703094,0.0007734527936974948,930407367007887.0,1.1742918274878332e+16,2.7964826313139784e+16,1.1086193153213624e+16,7326447390501761.0,2442248279912737.0,4.0653968786709176e+16,4065908709515019.0,2019-10-25,0,0,0,0,0,,,23836,123,0.005160261788890753
298,0,0.0004276504798837613,0.0018529540704631984,0.0014253035905794369,9882923541715082.0,1.2110225424122702e+16,2362085986521032.0,1.1367287938647454e+16,778174761794097.0,2706885428770625.0,4368482454101789.0,3776267720195212.0,2019-10-26,0,0,0,0,0,,,21515,119,0.0055310248663722975
299,0,-0.0003884995460424166,0.0010040144083062336,0.0013925139543486502,1.0024566669485076e+16,1256238691130464.0,2463623065866238.0,1.1103356726135116e+16,7775061300414304.0,252866238268369.0,4646376934133762.0,3943996787012767.0,2019-10-27,0,0,0,0,0,,,23654,129,0.005453623065866238
300,0,0.0005036693563834434,0.0008241045583514986,0.00032043520196805533,8755272787073962.0,1.1669674793405416e+16,2.790956707642971e+16,1.1456411626855238e+16,7168449615590182.0,2.474251942605764e+16,421095259630802.0,4.063738025736957e+16,2019-10-28,0,0,0,0,0,,,24323,143,0.005879208979155532
301,0,0.0011249961913676726,0.0015495304711904074,0.0004245342798227346,8676602906165339.0,1.19275182661522e+16,2943789508250554.0,1.1154662999753714e+16,6815318939331746.0,2.4084377308923732e+16,3734172071258517.0,4.145792627863065e+16,2019-10-29,0,0,0,0,0,,,24362,118,0.004843608899105164
302,0,-0.0004149655659466794,0.0007386786000170738,0.0011536441659637528,8058372699710921.0,1.1471927659874496e+16,2767458577169851.0,1.1602386660086018e+16,7633557780441373.0,2.5954847352464216e+16,3792945780159345.0,3788743566241275.0,2019-10-30,0,0,0,0,0,,,28366,150,0.0052880208700557
303,0,-0.00035406806108380086,0.0006666527301988504,0.001020720791282651,9243267816048588.0,1.2041558833515674e+16,2909026294940959.0,1.0256913268193306e+16,7138944429773267.0,2331949296412268.0,4330286339457501.0,4.55471762176029e+16,2019-10-31,0,0,0,0,0,,,26507,183,0.006903836722375221
304,0,-0.0004520326687109546,0.0005837442743066146,0.0010357769430175694,9674935587761674.0,1209961755233494.0,2.9429541062801936e+16,1.0564891304347824e+16,7491827697262479.0,2.304795088566827e+16,3.836203703703703e+16,3831280193236714.0,2019-11-01,0,0,0,0,0,,,24840,199,0.008011272141706924
305,0,6.362736113872268e-05,0.0010050091552072057,0.000941381794068483,1.0500070310302802e+16,1176322771163401.0,2.6338530045936064e+16,1.1185061404331112e+16,7969438455048279.0,2.4284630167807256e+16,4.311512140245617e+16,3624580481859942.0,2019-11-02,0,0,0,0,0,,,21334,99,0.004640479985000469
306,0,-0.00030160158865333016,0.0012226425475031742,0.0015242441361565046,9517631972643724.0,1.2121384911305834e+16,2.498048300918999e+16,1.1591006625347294e+16,779481513143834.0,2.5898191921350716e+16,4465035263945286.0,3.6098268860867704e+16,2019-11-03,0,0,0,0,0,,,23395,106,0.004530882667236589
307,0,0.000702773691635824,0.0011368937103847009,0.0004341200187488769,8185637683550569.0,1.17540298630589e+16,2.8518503547269424e+16,1.0474311169773964e+16,7382313149645271.0,2535212011219271.0,3904995050321729.0,4404310344827586.0,2019-11-04,0,0,0,0,0,,,24244,155,0.006393334433261838
308,0,0.0004226851982305295,0.0008099528748397737,0.00038726767660924417,8573842573691513.0,1.1685531150485832e+16,2.8752355678941776e+16,1.1077365885522986e+16,70126153343676.0,2486035763860537.0,3833126479954274.0,4182171143953621.0,2019-11-05,0,0,0,0,0,,,24494,173,0.007062954192863558
309,0,-8.065859060846898e-05,0.0008681274162265457,0.0009487860068350148,8312719068530679.0,1.1739708311510412e+16,3025361588977076.0,1.1069171266266468e+16,6892296845413158.0,2.3718556867168924e+16,3944941783167479.0,4.044252850408928e+16,2019-11-06,0,0,0,0,0,,,24821,127,0.00511663510736876
310,0,-0.0009205187986114608,0.0004909914146944118,0.0014115102133058727,9066984808717092.0,1.2220679233277656e+16,3064225721784776.0,1.0666694504096076e+16,6918603356398632.0,2.2901598663803384e+16,3747840610832737.0,3811890559134653.0,2019-11-07,0,0,0,0,0,,,25146,159,0.006323073252207111
