,date,n_all_tweets,n_keyword_tweets,proportion_keyword_tweets
749,2021-04-12,40312,1780,0.04415558642587815
750,2021-04-11,42105,1345,0.03194394964968531
751,2021-04-10,33639,1548,0.04601801480424507
752,2021-04-09,43124,2406,0.05579259808923105
753,2021-04-08,41936,2359,0.05625238458603586
754,2021-04-07,38301,2374,0.061982715855982876
755,2021-04-06,36807,2445,0.06642758171000082
756,2021-04-05,36607,1799,0.04914360641407381
757,2021-04-04,33678,1414,0.041985866144070315
758,2021-04-03,29114,1318,0.04527031668613039
759,2021-04-02,27627,1807,0.06540702935534079
760,2021-04-01,29432,1857,0.06309459092144605
761,2021-03-31,37658,2152,0.057145891975144726
762,2021-03-30,39791,2101,0.05280088462215074
763,2021-03-29,33892,1681,0.049598725362917505
764,2021-03-28,33133,1385,0.04180122536444029
765,2021-03-27,33500,1623,0.048447761194029854
766,2021-03-26,42708,2471,0.057858012550341856
767,2021-03-25,44749,3621,0.08091800934099086
768,2021-03-24,40202,2993,0.07444903238644844
769,2021-03-23,47794,5759,0.12049629660626857
770,2021-03-22,42170,3101,0.07353568887834953
771,2021-03-21,41814,1778,0.0425216434686947
772,2021-03-20,36985,1926,0.05207516560767879
773,2021-03-19,43362,2866,0.06609473732761403
774,2021-03-18,46635,3461,0.07421464565240699
775,2021-03-17,42741,2955,0.06913736225170211
776,2021-03-16,42116,2804,0.06657802260423593
777,2021-03-15,46484,2765,0.05948283280268479
778,2021-03-14,46698,2412,0.05165103430553771
779,2021-03-13,37721,3025,0.08019405636117813
780,2021-03-12,48510,3952,0.08146773861059575
781,2021-03-11,49770,6225,0.12507534659433395
782,2021-03-10,45098,3715,0.08237615858796399
783,2021-03-09,44167,3255,0.07369755699956981
784,2021-03-08,41416,2129,0.051405254008112806
785,2021-03-07,44665,2201,0.04927795813276615
786,2021-03-06,36634,1952,0.053283834689086644
787,2021-03-05,42109,3353,0.07962668313187204
788,2021-03-04,48045,3583,0.07457591840982412
789,2021-03-03,49572,3157,0.06368514483982894
790,2021-03-02,45143,3396,0.07522761003920873
791,2021-03-01,41870,2935,0.07009792213995701
792,2021-02-28,44341,2651,0.05978665343587199
793,2021-02-27,33546,2669,0.07956239193942646
794,2021-02-26,43765,2765,0.06317833885524964
795,2021-02-25,43242,3677,0.0850330697007539
796,2021-02-24,55685,6842,0.12286971356738799
797,2021-02-23,47304,4588,0.09698968374767461
798,2021-02-22,43738,3040,0.06950477845351868
799,2021-02-21,39470,2585,0.06549277932607044
800,2021-02-20,34569,2032,0.058780988747143395
801,2021-02-19,41894,2768,0.06607151382059484
802,2021-02-18,43454,2628,0.060477746582593084
803,2021-02-17,43888,3567,0.08127506379876048
804,2021-02-16,43377,2913,0.06715540493810083
805,2021-02-15,41692,2234,0.05358342127986184
806,2021-02-14,38888,2218,0.05703558938490023
807,2021-02-13,37142,2883,0.07762102202358516
808,2021-02-12,41995,3164,0.07534230265507799
809,2021-02-11,44519,3020,0.06783620476650419
810,2021-02-10,41837,2351,0.05619427779238473
811,2021-02-09,42477,2926,0.06888433740612566
812,2021-02-08,42152,2797,0.06635509584361358
813,2021-02-07,43088,1756,0.04075380616412922
814,2021-02-06,37289,2160,0.0579259298988978
815,2021-02-05,43842,2304,0.052552347064458736
816,2021-02-04,46705,3062,0.06556043250187346
817,2021-02-03,48049,3546,0.0737996628441799
818,2021-02-02,46396,2663,0.05739718941288042
819,2021-02-01,46102,2642,0.05730770899310225
820,2021-01-31,40894,2122,0.05189025284882868
821,2021-01-30,38382,2380,0.06200823302589756
822,2021-01-29,49086,3436,0.06999959255184778
823,2021-01-28,49900,3896,0.07807615230460922
824,2021-01-27,48252,2817,0.058380999751305646
825,2021-01-26,47663,2742,0.05752890082453895
826,2021-01-25,47182,2215,0.04694586918740198
827,2021-01-24,45430,1948,0.04287915474356152
828,2021-01-23,42364,2338,0.055188367481824194
829,2021-01-22,45447,3027,0.06660505643936894
830,2021-01-21,44285,2468,0.05572993112792142
831,2021-01-20,47726,2270,0.04756317311318778
832,2021-01-19,45729,3441,0.07524765466115595
833,2021-01-18,41257,2617,0.0634316600819255
834,2021-01-17,37760,2469,0.06538665254237289
835,2021-01-16,33778,2264,0.06702587482977086
836,2021-01-15,41667,3489,0.08373533011735906
837,2021-01-14,44604,2955,0.06624966370729082
838,2021-01-13,47881,3813,0.0796349282596437
839,2021-01-12,43751,2994,0.06843272153779342
840,2021-01-11,43378,2314,0.053345013601364746
841,2021-01-10,45192,2004,0.0443441317047265
842,2021-01-09,45530,2920,0.0641335383263782
843,2021-01-08,47125,3845,0.08159151193633953
844,2021-01-07,46442,1805,0.038865681925842985
845,2021-01-06,59079,3039,0.05143959782663891
846,2021-01-05,48795,5020,0.10287939338046931
847,2021-01-04,40039,3508,0.08761457578860611
848,2021-01-03,35842,2571,0.07173148819820323
849,2021-01-02,37903,2440,0.06437485159486056
850,2021-01-01,36114,2289,0.06338262169795647
